REVIEW_PANEL|MEDICALSPECIALTY|PRODUCTCODE|DEVICENAME|DEVICECLASS|UNCLASSIFIED_REASON|GMPEXEMPTFLAG|THIRDPARTYFLAG|REVIEWCODE|REGULATIONNUMBER|SUBMISSION_TYPE_ID|DEFINITION|PHYSICALSTATE|TECHNICALMETHOD|TARGETAREA|Implant_Flag|Life_Sustain_support_flag|SummaryMalfunctionReporting
AN|AN|QAV|High Flow/High Velocity Humidified Oxygen Delivery Device|2||N|N||868.5454|1|Intended to deliver high flow and/or high velocity oxygen with humidification.|This device can have a means of delivering humidified high flow and/or high velocity oxygen that may include high flow nasal cannula. The device may have a mechanical means of blending oxygen to the appropriate concentration.|The device introduces humidified high flow and/or high velocity oxygen into the respiratory system.|Lung, airways, nasal passages|N|N|Ineligible
AN|AN|QBY|Positive Airway Pressure System|2||N|N||868.5273|1|A positive airway pressure delivery system is a prescription noninvasive ventilatory device that delivers expiratory positive airway pressure for patients suffering from obstructive sleep apnea. The system also provides positive airway pressure during incipient apnea. The system may include a dedicated flow generator and a patient interface.|Mask and flow generator|Use of a mask and a flow generator by a patient while sleeping.|Nasopharynx|N|N|Ineligible
AN|AN|QCX|Retrograde Intubation Set|2||N|Y||868.5095|1|A retrograde intubation device is a prescription device used to perform retrograde intubation via the cricothyroid membrane. The device may contain or be labeled for use with guidewires and intubating catheters, in addition to needles (21 CFR 8685090), syringe (21 CFR 880.5860), and hemostats (21 CFR 878.4800).|Retrograde intubation sets may be comprised of guide wire and ventilating or non-ventilating intubation catheters.|An introducer in the cricothyroid membrane allows a guide wire to pass through to be retrieved from the patient mouth or nose. The intubating catheter is inserted along the guide wire to the depth of the cricothyroid membrane. The endotracheal tube is advanced over the intubating catheter into the trachea to access airways that are difficult to intubate and ventilate.|Cricothyroid membrane, trachea, oral, nasal, upper airway|N|N|Ineligible
AN|AN|QEB|Ventilatory Electrical Impedance Tomograph|2||N|N||868.1505|1|A ventilatory electrical impedance tomograph is a prescription non-invasive, non-radiological ventilatory device that provides an assessment of local impedance variation within a cross-section of a patient’s thorax.|Electrodes, belt, plethysmogram.|Electrical impedance tomography is used to provide information of local impedance variation within a cross-section of a patient's thorax.|Thorax|N|N|Ineligible
AN|AN|QRG|Ultrasound Guided Nerve Block Assist|2||N|N||868.1980|1|This device provides real-time interpretation and enhanced visualization of live ultrasound images by highlighting anatomical landmarks in preparation for performing regional anesthesia.|The software medical device is installed in a PC which connects to a cleared ultrasound device via cable. The ultrasound images are reproduced on the subject device display monitor.|The device physically connects to a cleared ultrasound device, reproduces ultrasound images, locates and highlights anatomical landmarks such as nerve bundles. The landmark identification assist in targeted delivery of regional anesthesia.|•	Axillary level brachial plexus  •	Erector spinae plane  •	Interscalene level brachial plexus  •	Popliteal level sciatic nerve  •	Rectus sheath plane  •	Sub-sartorial femoral triangle/ Adductor canal  •	Superior trunk of brachial plexus  •	Supraclavicular level brachial plexus  •	Suprainguinal fascia iliaca plane|N|N|Ineligible
AN|AN|QVE|Adjunctive Pain Measurement Device For Anesthesiology|2||N|N||868.2200|1|An adjunctive pain measurement device for anesthesiology is a prescription device that includes software algorithms to analyze physiological sensor data and measure response to painful stimuli in patients under general anesthesia. The device may be software-only or it may include hardware such as physiological sensors. This device type is intended for adjunctive use to tailor analgesic administration to a patient’s actual response to painful stimuli and is not intended to independently direct decision-making.|software/algorithm|Analyzes physiological sensor(s) data to calculate an index|various|N|N|Ineligible
AN|AN|QVT|Monitor For Opioid Induced Impairment Of Oxygenation|2||N|N||868.2250|1|A monitor for opioid induced impairment of oxygenation is a device that uses sensor hardware and  software algorithms to detect desaturations of arterial oxygen saturation resulting from opioid overdose|Software/algorithm|Analyzes physiologic sensor data to detect opioid induced impairment of oxygenation|Peripheral circulatory pulse|N|N|Ineligible
AN|CV|DPZ|Oximeter, Ear|2||N|N||870.2710|1|||||N|N|Eligible
AN|CV|DQA|Oximeter|2||N|N||870.2700|1|||||N|N|Eligible
AN|CV|DWM|Apparatus, Suction, Patient Care|2||N|Y||870.5050|1|||||N|N|Eligible
AN|CV|NLF|Oximeter, Reprocessed|2||N|Y||870.2700|1|same as DQA except reprocessed. Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).||||N|N|Eligible
AN|CV|OCR|Lung Sound Monitor|2||N|N||870.1875|4|The lung sound monitor is intended for use in monitoring and recording lung sounds.|The device consists of the arrays of electronic stethoscopes to collect the sound, a digital collector module, and is connected via cable to a PC workstation.|Uses electronic stethoscopes placed in an array on the pts. back to record sounds within 100-250Hz, the sounds recorded are converted from analog to digital, and through software, displayed in a gray-scale image.|Posterior thorax to record sounds emanating from the lungs.|N|N|Eligible
AN|CV|PGJ|Oximeter, Wellness|2||N|N||870.2700|7|Pulse oximeter intended for wellness use.|Used to transmit light at known wavelengths(s) through blood using a light emitting diode(s) and sensor.|Transmit light at a known wavelength(s) through blood to measure photoplethysmographic data based on the amount of reflected or scattered light.|Circulatory pulse|N|N|Eligible
AN|CV|QLS|Pulse Oximeter For Low-Acuity Settings|2||N|N||870.2700|1|Pulse oximeter intended for low-acuity settings.|Used to transmit light at known wavelengths(s) through blood using a light emitting diode(s) and sensor.|Transmit light at a known wavelength(s) through blood to measure photoplethysmographic data based on the amount of reflected or scattered light.|Peripheral circulatory pulse.|N|N|Ineligible
AN|DE|OZR|Intraoral Pressure Gradient Device|2||N|Y||872.5570|1|This intraoral device is electrically powered and operates by reducing the pressure in the oral cavity (by way of tubing and a noninvasive oral interface) to create a continuous positive pressure gradient from the airway to the oral cavity that urges the soft palate and tongue forward.  It is intended to be used while a patient is sleeping to treat obstructive sleep apnea.|Mouthpiece, Tubing, Negative Pressure Console|Negative Pressure|Oral Cavity|N|N|Eligible
AN|EN|LLO|Laser, Neodymium:Yag, Pulmonary Surgery|2||N|Y||874.4500|1|||||N|N|Eligible
AN|EN|QRS|Device For Sleep Apnea Testing Based On Mandibular Movement|2||N|N||868.2376|1|A device for sleep apnea testing based on mandibular movement is a prescription device intended to aid in evaluation of sleep apnea during sleep in patients suspected of having sleep breathing disorders by analyzing sensor readings of mandibular movement. The device is not intended as a substitute for full polysomnography nor intended to be used as an apnea monitor.|The device includes a cloud-based software  that analyzes data from the sensor placed on the patient’s mandible.  By analyzing patient’s mandibular movements, the device detects obstructive respiratory disturbances and provides notifications about the severity of obstructive sleep apnea.|The principle of operation is based on analyzing the mandibular movement signals recorded by the device.|Mandible.|N|N|Ineligible
AN|GU|NQV|Catheter, Suction, Tracheobronchial, Reprocessed|1||N|Y||876.4680|1|A tracheobronchial suction catheter is a device used to aspirate liquids or semisolids from a patient's upper airway. Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).||||N|N|Eligible
AN|GU|QEC|Forceps, Biopsy, Electric Surgical Hemostasis Within Tracheobronchial Tree|2||N|N||876.4300|1|An endoscopic electrosurgical forceps and accessories used with an endoscope to electrosurgically collect tissue for biopsy and to perform electrosurgical hemostasis within the tracheobronchial tree|Electrosurgical forceps and may include accessories.|The device is deployed through a bronchoscope.|Tracheobronchial tree.|N|N|Ineligible
AN|HO|QFB|Isocapnic Ventilation Device|2||N|N||868.5480|1|An isocapnic ventilation device is a prescription device used to administer a blend of carbon dioxide and oxygen gases to a patient to induce hyperventilation. This device may be labeled for use with breathing circuits made of reservoir bags (21 CFR 868.5320), oxygen cannulas (21 CFR 868.5340), masks (21 CFR 868.5550), valves (21 CFR 868.5870), resuscitation bags (21 CFR 868.5915), and/or tubing (21 CFR 868.5925).|Device controls gas concentration, flowrate, and output pressures. Gases are delivered via breathing circuits.|Device administers blend of oxygen and carbon dioxide via a patient breathing circuit to enable isocapnic breathing.|Lungs|N|N|Ineligible
AN|NE|GZE|Implanted Diaphragmatic/Phrenic Nerve Stimulator|3||N|N||882.5830|2|Call for pmas to be filed by 7/7/86 per 51 fr 12101 on 4/8/86||||Y|N|Eligible
AN|PM|PCM|Portable Liquid Oxygen Unit Stand|1||N|N||890.5050|4|To assist the user with refilling a portable liquid oxygen tank from a reservoir unit by holding the portable liquid oxygen tank in an upright position.|Portable Liquid Oxygen Unit|physically maintains the portable liquid oxygen tank in an upright position|portable liquid oxygen tanks and reservoir units|N|N|Eligible
AN|SU|JCT|Prosthesis, Tracheal, Expandable|2||N|N||878.3720|1|||||Y|Y|Eligible
AN|SU|OMT|Absorbable Lung Biopsy Plug|2||N|N||878.4755|1|A pre-formed (polymerized) absorbable lung biopsy plug is intended to provide accuracy in marking a biopsy location for visualization during surgical resection and closure of pleural punctures associated with percutaneous, transthoracic needle lung biopsies.  Upon, deployment into the biopsy tract, the plug expands to fill the biopsy void and remains in place until resorbed.|Polymerized hydrogel plug, cylindrical in shape and placed by a deployment system following lung biopsy by smaller biopsy needle/instrument.|Upon deployment into a lung biopsy tract, the plug expands to fill the biopsy void provide closure of the biopsy void.|to be used in the lung, specifically in punctures left by percutenous, transthoracic needles|Y|N|Eligible
AN||BSD|Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling|3||N|N|||2|||||N|N|Eligible
AN||LSZ|Ventilator, High Frequency|3||N|N|||2|||||N|N|Eligible
AN||MNQ|Stimulator, Hypoglossal Nerve, Implanted, Apnea|3||N|N|||2|||||Y|N|Eligible
AN||NJK|Valve, Pulmonary|3||N|N|||2|To improve lung function in patients with emphysema||||Y|N|Ineligible
AN||OAZ|One-Way Air-Leak Valve|f||N|N|||6|To restrict air flow to the target section of the lung.  To control prolonged air leaks of the lung, or significant air leaks that are likely to become prolonged air leaks, following lobectomy, segmentectomy, or lung volume reduction surgery (lvrs). An air leak present on post-operative day 7 is considered prolonged unless present only during forced exhalation or cough. An air leak present on day 5 should be considered for treatment if it is: 1) continuous, 2) present during normal inhalation phase of inspiration, or 3) present upon normal expiration and accompanied by subcutaneous emphysema or respiratory compromise.|This device is a small nitinol frame that has a polyurethane membrane over the Nitinol frame that acts as a plug to the targeted section of the lung.|The device is a nitonal frame with a polyurethane membrane over the Nitinol frame. The valve does not allow air into the targeted segment of the lung, but does allow air and mucus out of that lung section.|The device is intended to occlude a section of lung.|Y|N|Eligible
AN||OIR|Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator|3||N|N|||2|The device is intended for use in patients with stable, high spinal cord injuries with stimulatable diaphragms, but who lack control of their diaphragms. The device is indicated to allow the patients to breathe without the assistance of a mechanical ventilator for at least 4 continuous hours a day.  For use only in patients 18 years of age or older.|implanted electrodes, stimulator control, clinical programming station|provides electrical stimulation for diaphragm movement|diaphragm|Y|Y|Eligible
AN||OOY|Bronchial Thermoplasty System|3||N|N|||2|Bronchial thermoplasty systems are intended for the treatment of severe persistent asthma in patients whose asthma is not well controlled with inhaled corticosteroids and long acting beta agonists to reduce the effects of their asthma by using thermal radiofrequency energy to ablate smooth muscle tissue in the patient's airways.|Bronchial thermoplasty systems are composed of a catheter with an electrode that delivers radiofrequency (RF) energy to the airways, as well as an controller unit that generates RF energy and controls the parameters of delivery.|Bronchial thermoplasty systems use radiofrequency (RF) energy to ablate smooth muscle tissue in the airways.|Bronchial thermoplasty systems target the airways of the lung and the smooth muscle that lines the airway lumen.|N|N|Eligible
AN||PDR|Computer-Assisted Personalized Sedation System|3||N|N|||2|Computer assisted system to administer a drug and control depth of sedation and provide monitoring and alarms for physiological vital signs and other parameters of sedation.|Computer controlled infusion pump, multi-parameter physiological monitoring, negative feedback control system algorithm.|Computer assisted drug administration using feedback from patient physiological parameters.|Central nervous system, cardiopulmonary system.|N|N|Eligible
AN||PNC|Catheter Introducer|N|3|N|N|||3|The catheter introducer is intended to provide a path for a catheter to be placed near nerves or into and around wound sites for the delivery local anesthesia.|The needle is made from stainless steel material with a sharp beveled tip. The proximal end of the needle consist of a female luer made of polystyrene. The sheath tube consist of Soltex with a split -T hub. The sheath tube is scored the length of the tube.|The catheter introducer consist of a stainless steel needle with a sharp tip surrounded by a plastic peelable sheath. The needle with Sheath is inserted through the skin to the wound site or nerves for regional anesthesia. Once at the desired location the needle is removed and the catheter is inserted through the plastic sheath. With the catheter in place, the plastic sheath with a Split T handle is removed from the skin leaving the catheter in place.|nerves|N|N|Eligible
AN||POI|Lung Tissue Sealant For Lung Volume Reduction|N|3|N|N|||3|The system is intended to reduce lung volume irreversibly by employing a synthetic polymer to seal airways in order to improve lung function and quality of life in patients with advanced emphysema. It functions by physically occluding both small airways and collateral air channels through sealing lung tissue, causing the treated area to collapse via absorption atelectasis. It is a single use device intended to be used by pulmonologists and thoracic surgeons in a bronchoscopy suite or operating room.|The foam is prepared immediately prior to administration using a standard accessory (stopcock) and mixing together the following:  •         Solution A (4.5 mL of solution containing 2.1% (w/v) of aminated polyvinyl alcohol [aPVA])  •         Solution B (0.5 mL of solution containing 1.25% (w/v) of glutaraldehyde [GA])   •         15 mL of air    Polymerization is initiated as the two solutions are mixed in the 20 mL Syringe. The GA molecules covalently bond to the aPVA molecules. Room air is introduced via a standard accessory (30 mL syringe) and the mixture is foamed by pushing the solutions and air through a stopcock between the 20 mL Syringe and the 30 mL syringe for 10 cycles.|The AeriSeal System is designed to produce lung volume reduction by physically occluding airways, leading to reduced gas trapping in order to improve lung function and quality of life in patients with advanced emphysema.  A single subsegmental treatment consists of an injection of up to 20 mL of foam administered through a standard fiberoptic bronchoscope via a standard accessory (20 mL Syringe) and the catheter, followed by administration of up to 30 mL of air through the instrument channel of the scope, into the treated area of damaged lung.|Small airways and collateral air channels of the lung|Y|N|Eligible
AN||PSR|Implanted Phrenic Nerve Stimulator For Central Sleep Apnea|3||N|N|||2|The device is intended to stimulate the phrenic nerve to produce diaphragm movement during sleep.|The device may include an implantable pulse generator (IPG), respiratory sensing and stimulation leads.  The device may also include external components such as a physician programmer.|The device is an implanted nerve stimulator which provides electrical stimulation of the phrenic nerve in order to contract the diaphragm and stimulate the patient to take a breath.|Phrenic nerve|Y|N|Ineligible
AN||QGZ|Electrical Tumor Treatment Fields|3||N|N|||6|The device is intended to treat patients with inoperable malignant pleural mesothelioma (MPM) concurrent to chemotherapy.|The device consists of sets of contact electrodes that are applied to the patient's shaved chest, a connecting cable, battery pack and signal generator.|This is a portable, battery powered device. Electric fields are continuously applied to the target chest area for a pre-specified duration of time.|Chest/upper torso|N|Y|Ineligible
AN||QKS|Inhaler, Metered Dose Or Dry Powder, Cder Or Cber Led|N|4|N|N|||3|Metered Dose Inhaler and Dry Powder Inhalers are products that deliver drug substance to the site of action through the inhalation route|Metered Dose Inhaler and Dry Powder Inhalers are products that deliver drug substance to the site of action through the inhalation route|Metered Dose Inhaler and Dry Powder Inhalers are products that deliver drug substance to the site of action through the inhalation route|Inhalation|N|N|Ineligible
AN||QLI|Vaporizer, Cder Or Cber Led|N|4|N|N|||3|Vaporizers are products that vaporize and deliver drug substance to the site of action through inhalation route.|Vaporizers are products that vaporize and deliver drug substance to the site of action through inhalation route.|Vaporizers are products that vaporize and deliver drug substance to the site of action through inhalation route.|Inhalation|N|N|Ineligible
AN||QOQ|Non-Continuous Ventilator For Emergency Use|N|11|N|N|||8|A noncontinuous ventilator (intermittent positive pressure breathing-IPPB) is a device intended to deliver intermittently an aerosol to a patient's lungs or to assist a patient's breathing for use during declared public health emergency.|n/a|n/a|n/a|N|N|Ineligible
AN||QOR|Continuous Ventilator, Minimal Ventilatory Support|N|11|N|N|||8|A continuous ventilator (respirator) for emergency use that is intended to provide minimal ventilatory support to mechanically control or assist patient breathing during declared public health emergency.|n/a|n/a|n/a|N|N|Ineligible
AN||QOU|Emergency Resuscitator|N|11|N|N|||8|Emergency ventilator  incorporating  bag and valve, intended to provide emergency respiratory support by means of a face mask or a tube inserted into a patient's airway (may be automated) for use during declared public health emergency.|n/a|n/a|n/a|N|N|Ineligible
AN||QOW|Ventilatory Assistance Helmet|N|6|N|N|||8|Patient interface for delivery of positive pressure to assist patient's breathing during declared public health emergency. Can be used with continuous and non-continuous ventilators, wall gas source, oxygen source, humidified gases.|n/a|n/a|n/a|N|N|Ineligible
AN||QPR|Neurological Stimulation For Emergency Use|N|11|N|N|||8|authorized nerve stimulation devices for respiratory assistance for use during declared public health emergency use.|n/a|n/a|n/a|N|N|Ineligible
AN||QSF|Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents|3||N|N|||2|The software feature is  indicated for use with the anesthesia system to support clinicians in maintaining the targeted end tidal oxygen and end tidal anesthetic agent concentrations that the clinician sets during an anesthetic procedure, by making multiple, limited adjustments to the fresh gas composition and total flow. The software  feature is indicated for adult patients, 18 years of age and older.    The anesthesia system and the software feature are intended for prescription use only.|Software medical device intended to work with anesthesia gas machine. User interfaces are on the anesthesia gas machine touch screen display.|The software feature is an optional feature which allows the clinician to directly set the desired target End Tidal Oxygen (EtO2) and End Tidal Anesthetic Agent (EtAA) on the host anesthesia machine. The software feature utilizes breath-by-breath measurements from the respiratory gas module and interfaces with the anesthesia machine to titrate the electronic gas mixer and electronic anesthetic agent vaporizer to help achieve and maintain the target end tidal concentrations set by the clinician.|Breathing gas pathway.|N|Y|Ineligible
AN||QTB|Nitric Oxide Generator And Delivery System|3||N|N|||2|The system is intended for generation and delivery of nitric oxide (NO) for use in conjunction with ventilatory support and other appropriate agents to produce, at point of care, and deliver nitric oxide (NO) to treat term and near-term (>34 weeks gestation) neonates with hypoxic respiratory failure associated with pulmonary hypertension. The system includes an integrated backup NO delivery system and gas analyzers with an alarm for monitoring of delivered NO, nitrogen dioxide (NO2), and oxygen (O2).|Enclosed nitric oxide generator and gas monitoring system with external connectors and accessories for delivery of nitric oxide and sampling of delivered gas.|The system consists of an electrically powered device with NO generator module containing electrodes used for generation of nitric oxide and sensors for measurement of delivered gas. Generated nitric oxide gas is delivered in conjunction with ventilatory support.|Lungs (pulmonary vasculature)|N|Y|Ineligible
CH|AN|NDC|Calculator, Drug Dose|2||N|N||868.1890|1|||||N|N|Eligible
CH|CH|CCY|Zimmerman (Spectrophotometric), 17-Ketosteroids|1||N|N||862.1430|4|||||N|N|Eligible
CH|CH|CCZ|Zimmerman/Norymberski, 17-Ketogenic Steroids|1||N|N||862.1385|4|||||N|N|Eligible
CH|CH|CDA|Acid, Nitrous And Nitrosonaphthol, 5-Hydroxyindole Acetic Acid/Serotonin|1||N|N||862.1390|4|||||N|N|Eligible
CH|CH|CDB|Porter Silber Hydrazone, 17-Hydroxycorticosteroids|1||N|N||862.1385|4|||||N|N|Eligible
CH|CH|CDC|L-Leucyl B-Naphthylamide, Leucine Aminopeptidase|1||N|N||862.1460|4|||||N|N|Eligible
CH|CH|CDD|Radioassay, Vitamin B12|2||N|Y||862.1810|1|||||N|N|Eligible
CH|CH|CDE|Chromatographic Separation/Zimmerman, 17-Ketosteroids|1||N|N||862.1430|4|||||N|N|Eligible
CH|CH|CDF|Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin|1||N|N||862.1795|4|||||N|N|Eligible
CH|CH|CDG|Chromatography Separation/Zimmerman 17-Ketogenic Steroids|1||N|N||862.1385|4|||||N|N|Eligible
CH|CH|CDH|Acid, Uric, Phosphotungstate Reduction|1||N|N||862.1775|4|||||N|N|Eligible
CH|CH|CDK|Acid, Vanilmandelic, Electrophoretic Separation|1||N|N||862.1795|4|||||N|N|Eligible
CH|CH|CDL|Berthelot Indophenol, Urea Nitrogen|2||N|Y||862.1770|1|||||N|N|Eligible
CH|CH|CDM|Diazonium Colorimetry, Urobilinogen (Urinary, Non-Quant.)|1||N|N||862.1785|4|||||N|N|Eligible
CH|CH|CDN|Urease, Photometric, Urea Nitrogen|2||N|Y||862.1770|1|||||N|N|Eligible
CH|CH|CDO|Acid, Uric, Uricase (U.V.)|1||N|N||862.1775|4|||||N|N|Eligible
CH|CH|CDP|Radioimmunoassay, Total Triiodothyronine|2||N|N||862.1710|4|||||N|N|Eligible
CH|CH|CDQ|Urease And Glutamic Dehydrogenase, Urea Nitrogen|2||N|Y||862.1770|1|||||N|N|Eligible
CH|CH|CDR|1-Nitroso-2-Naphthol (Fluorometric), Free Tyrosine|1||N|Y||862.1730|1|||||N|N|Eligible
CH|CH|CDS|Electrode, Ion Specific, Urea Nitrogen|2||N|Y||862.1770|1|||||N|N|Eligible
CH|CH|CDT|Lipase Hydrolysis/Glycerol Kinase Enzyme, Triglycerides|1||N|N||862.1705|4|||||N|N|Eligible
CH|CH|CDW|Diacetyl-Monoxime, Urea Nitrogen|2||N|Y||862.1770|1|||||N|N|Eligible
CH|CH|CDX|Radioimmunoassay, Total Thyroxine|2||N|N||862.1700|4|||||N|N|Eligible
CH|CH|CDZ|Radioimmunoassay, Testosterones And Dihydrotestosterone|1||N|Y||862.1680|1|||||N|N|Eligible
CH|CH|CEA|Tlc Chromatographic Separation Triglycerides|1||N|N||862.1705|4|||||N|N|Eligible
CH|CH|CEC|Radioimmunoassay, Free Thyroxine|2||N|Y||862.1695|1|||||N|N|Eligible
CH|CH|CED|5-Amp-Phosphate Release (Colorimetric Test), 5'-Nucleotidase|1||N|N||862.1520|4|||||N|N|Eligible
CH|CH|CEE|Radioimmunoassay, Thyroxine-Binding Globulin|2||N|N||862.1685|4|||||N|N|Eligible
CH|CH|CEF|Electrophoretic, Protein Fractionation|1||N|N||862.1630|4|||||N|N|Eligible
CH|CH|CEI|Uranyl Acetate/Zinc Acetate, Sodium|2||N|Y||862.1665|1|||||N|N|Eligible
CH|CH|CEJ|Tetraphenyl Borate, Colorimetry, Potassium|2||N|Y||862.1600|1|||||N|N|Eligible
CH|CH|CEK|Biuret (Colorimetric), Total Protein|2||N|N||862.1635|4|||||N|N|Eligible
CH|CH|CEL|Ammonium Molybdate And Ammonium Vanadate, Phospholipids|1||N|N||862.1575|4|||||N|N|Eligible
CH|CH|CEM|Electrode, Ion Specific, Potassium|2||N|Y||862.1600|1|||||N|N|Ineligible
CH|CH|CEN|Dye-Indicator, Ph (Urinary, Non-Quantitative)|1||N|N||862.1550|4|||||N|N|Eligible
CH|CH|CEO|Phosphomolybdate (Colorimetric), Inorganic Phosphorus|1||N|N||862.1580|4|||||N|N|Eligible
CH|CH|CEP|Radioimmunoassay, Luteinizing Hormone|1||N|N||862.1485|4|||||N|N|Eligible
CH|CH|CEQ|Molybdenum Blue Method, Phospholipids|1||N|N||862.1575|4|||||N|N|Eligible
CH|CH|CER|2,4-Dinitrophenylhydrazine, Lactate Dehydrogenase|2||N|N||862.1440|4|||||N|N|Eligible
CH|CH|CES|Chromogenesis, Phenylketones (Urinary, Non-Quant.)|1||N|N||862.1560|4|||||N|N|Eligible
CH|CH|CET|Olive Oil Emulsion (Turbidimetric), Lipase|1||N|N||862.1465|4|||||N|N|Eligible
CH|CH|CEW|Radioimmunoassay, Parathyroid Hormone|2||N|Y||862.1545|1|||||N|N|Eligible
CH|CH|CEX|Chromatographic Separation, Lactate Dehydrogenase Isoenzymes|2||N|N||862.1445|4|||||N|N|Eligible
CH|CH|CFA|Electrode, Ion Specific, Magnesium|1||N|Y||862.1495|1|||||N|N|Eligible
CH|CH|CFB|Chromatographic Derivative, Total Lipids|1||N|N||862.1470|4|||||N|N|Eligible
CH|CH|CFD|Sulfophosphovanillin, Colorimetry, Total Lipids|1||N|N||862.1470|4|||||N|N|Eligible
CH|CH|CFE|Electrophoretic, Lactate Dehydrogenase Isoenzymes|2||N|N||862.1445|4|||||N|N|Eligible
CH|CH|CFG|Oil Emulsion/Thymolphthalein (Titrimetric), Lipase|1||N|N||862.1465|4|||||N|N|Eligible
CH|CH|CFH|Tetrazolium Int Dye-Diaphorase, Lactate Dehydrogenase|2||N|N||862.1440|4|||||N|N|Eligible
CH|CH|CFJ|Nad Reduction/Nadh Oxidation, Lactate Dehydrogenase|2||N|N||862.1440|4|||||N|N|Eligible
CH|CH|CFL|Radioimmunoassay, Human Growth Hormone|1||N|N||862.1370|4|||||N|N|Eligible
CH|CH|CFM|Bathophenanthroline, Colorimetry, Iron (Non-Heme)|1||N|N||862.1410|4|||||N|N|Eligible
CH|CH|CFO|Titrimetric, Magnesium|1||N|Y||862.1495|1|||||N|N|Eligible
CH|CH|CFP|Radioimmunoassay, Immunoreactive Insulin|1||N|N||862.1405|4|||||N|N|Eligible
CH|CH|CFR|Hexokinase, Glucose|2||N|Y||862.1345|1|||||N|N|Ineligible
CH|CH|CFT|Radioimmunoassay, Prolactin (Lactogen)|1||N|N||862.1625|4|||||N|N|Eligible
CH|CH|CFW|Copper Reduction, Glucose|2||N|Y||862.1345|1|||||N|N|Ineligible
CH|CH|CGA|Glucose Oxidase, Glucose|2||N|Y||862.1345|1|||||N|N|Ineligible
CH|CH|CGC|Radioimmunoassay, Gastrin|1||N|N||862.1325|4|||||N|N|Eligible
CH|CH|CGD|Ferricyanide, Glucose|2||N|Y||862.1345|1|||||N|N|Ineligible
CH|CH|CGE|Orthotoluidine, Glucose|2||N|Y||862.1345|1|||||N|N|Ineligible
CH|CH|CGF|Radioimmunoassay, Estrone|1||N|N||862.1280|4|||||N|N|Eligible
CH|CH|CGH|Electrophoretic, Globulin|1||N|N||862.1330|4|||||N|N|Eligible
CH|CH|CGI|Radioimmunoassay, Estriol|1||N|N||862.1265|4|||||N|N|Eligible
CH|CH|CGJ|Radioimmunoassay, Follicle-Stimulating Hormone|1||N|N||862.1300|4|||||N|N|Eligible
CH|CH|CGL|Electrode, Ion Based, Enzymatic, Creatinine|2||N|Y||862.1225|1|||||N|N|Eligible
CH|CH|CGN|Acid, Folic, Radioimmunoassay|2||N|Y||862.1295|1|||||N|N|Eligible
CH|CH|CGO|Lieberman-Burchard/Abell-Kendall, Colorimetric, Cholesterol|1||N|N||862.1175|4|||||N|N|Eligible
CH|CH|CGR|Radioimmunoassay, Cortisol|2||N|Y||862.1205|1|||||N|N|Eligible
CH|CH|CGS|Nad Reduction/Nadh Oxidation, Cpk Or Isoenzymes|2||N|Y||862.1215|1|||||N|N|Eligible
CH|CH|CGT|Radioimmunoassay, Cyclic Gmp|2||N|Y||862.1230|1|||||N|N|Eligible
CH|CH|CGX|Alkaline Picrate, Colorimetry, Creatinine|2||N|Y||862.1225|1|||||N|N|Eligible
CH|CH|CGZ|Electrode, Ion-Specific, Chloride|2||N|Y||862.1170|1|||||N|N|Ineligible
CH|CH|CHA|Radioimmunoassay, Corticosterone|1||N|N||862.1200|4|||||N|N|Eligible
CH|CH|CHC|Titrimetric Permanganate And Bromophenol Blue, Calcium|2||N|Y||862.1145|1|||||N|N|Eligible
CH|CH|CHD|Acid, Ferric Ion-Sulfuric, Cholesterol|1||N|N||862.1175|4|||||N|N|Eligible
CH|CH|CHE|Radioimmunoassay, Corticoids|1||N|N||862.1195|4|||||N|N|Eligible
CH|CH|CHG|Acid, Phosphoric-Tungstic (Spectrophotometric), Chloride|2||N|Y||862.1170|1|||||N|N|Eligible
CH|CH|CHH|Enzymatic Esterase--Oxidase, Cholesterol|1||N|N||862.1175|4|||||N|N|Eligible
CH|CH|CHI|Lipase-Esterase, Enzymatic, Photometric, Lipase|1||N|N||862.1465|4|||||N|N|Eligible
CH|CH|CHJ|Mercuric Thiocyanate, Colorimetry, Chloride|2||N|Y||862.1170|1|||||N|N|Eligible
CH|CH|CHK|Mercuric Nitrate And Diphenyl Carbazone (Titrimetric), Chloride|2||N|Y||862.1170|1|||||N|N|Eligible
CH|CH|CHL|Electrode Measurement, Blood-Gases (Pco2, Po2) And Blood Ph|2||N|Y||862.1120|1|||||N|N|Ineligible
CH|CH|CHM|Radioimmunoassay, Total Estrogens In Pregnancy|1||N|N||862.1270|4|||||N|N|Eligible
CH|CH|CHO|Radioimmunoassay, Cyclic Amp|2||N|Y||862.1230|1|||||N|N|Eligible
