"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","rxnorm","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q1103862","","Ромашковое масло","huile essentielle de camomille matricaire","camomile oil","[]","[]","[""'huile essentielle de camomille allemande"", 'huile de camomille', 'Matricariae aetheroleum']","['chamomile oil', 'Matricariae aetheroleum', 'Matricaria Oil', 'Matricaria Flower Oil']","","","","","","","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D1%88%D0%BA%D0%BE%D0%B2%D0%BE%D0%B5_%D0%BC%D0%B0%D1%81%D0%BB%D0%BE","",""
"Q1156584","","","","Dabqaad","[]","[]","[]","['unsi']","","","","","","","","https://en.wikipedia.org/wiki/Dabqaad",""
"Q2537288","","","","propyphenazone/paracetamol/caffeine","[]","[]","[]","['Saridon', 'propyphenazone/acetaminophen/caffeine']","","","","","","","","https://en.wikipedia.org/wiki/Propyphenazone/paracetamol/caffeine",""
"Q3133417","","","Herbe des Jésuites","Jesuit's bark","[]","[]","[]","['Cinchona bark', 'cinchona bark']","","","","","","https://fr.wikipedia.org/wiki/Herbe_des_j%C3%A9suites","","https://en.wikipedia.org/wiki/Jesuit%27s_bark",""
"Q3215910","","Лактукарий","Lactucarium","Lactucarium","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Lactucarium","https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D1%82%D1%83%D0%BA%D0%B0%D1%80%D0%B8%D0%B9","https://en.wikipedia.org/wiki/Lactucarium",""
"Q3281753","Entada phaseoloides","Entada phaseoloides","Entada phaseoloides","Entada phaseoloides","[]","[]","[]","['Matchbox bean']","","","","","","","","https://en.wikipedia.org/wiki/Entada_phaseoloides",""
"Q3484769","","французские лекарственные растения","simples médecines","French medicinal plants","[]","[]","[]","['French herbs']","","","","","","https://fr.wikipedia.org/wiki/Simples_m%C3%A9decines","","",""
"Q4205889","","Йодолипол","","ethiodized oil","[]","['Липиодол']","[]","['Ethiodol', 'EOE 13', 'Lipiodol', 'Vividol', 'iodized oil', 'iodised oil', 'iodized peanut oil', 'iodised rapeseed oil', 'iodized poppyseed oil', 'Brassiodol', 'ethyl esters of iodised fatty acids', 'ETHIODIZED OIL', 'iodinated oil', 'Iodolipol']","CHEMBL1201458","","V08AD01","","","","https://ru.wikipedia.org/wiki/%D0%99%D0%BE%D0%B4%D0%BE%D0%BB%D0%B8%D0%BF%D0%BE%D0%BB","https://en.wikipedia.org/wiki/Lipiodol",""
"Q6026320","","","","Gripin","[]","[]","[]","[]","","","","","","","","",""
"Q7070750","","","","NyQuil","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/NyQuil",""
"Q7115907","","","","oxycodone/naloxone","[]","[]","[]","['Targinact', 'Targiniq', 'Targin']","","","","","","","","https://en.wikipedia.org/wiki/Oxycodone/naloxone",""
"Q7428510","","saw palmetto","","saw palmetto extract","[]","[]","[]","['Saw palmetto extract']","","","","","","","","https://en.wikipedia.org/wiki/Saw_palmetto_extract",""
"Q7573986","","","","Spasmofen","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Spasmofen",""
"Q10503898","","","gentiane (racine de)","Gentianae radix","[]","[]","[]","['gentian root']","","","","","","","","",""
"Q11863655","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q15331296","Fibraurea tinctoria","Fibraurea tinctoria","Fibraurea tinctoria","Fibraurea tinctoria","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Fibraurea_tinctoria","","https://en.wikipedia.org/wiki/Fibraurea_tinctoria",""
"Q17126485","","","","morphine/naltrexone","[]","[]","[]","['Embeda']","","","","","","","","https://en.wikipedia.org/wiki/Morphine/naltrexone",""
"Q17576040","","","Insuline (médicament)","insulin","[]","[]","[]","[]","","","","","","","","",""
"Q18448501","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q19109595","","","","Alcohol","[]","[]","[]","['alcohol']","","","","","","","","https://en.wikipedia.org/wiki/Alcohols_(medicine)",""
"Q20801764","","","","OspA lipoprotein","[]","[]","[]","['Outer surface protein A precursor', 'Lyme disease vaccine (recombinant OspA)']","","","","","","","","",""
"Q20801777","","","","anti-thymocyte globulin (rabbit)","[]","[]","[]","['rabbit ATG', 'Thymoglobulin', 'rATG', 'Anti-thymocyte globulin (rabbit)']","","","","","","","","",""
"Q20817235","","","interféron alpha","interferon-alpha","[]","[]","[]","['Interferon alfa', 'Interferon alpha', 'natural alpha interferon', 'Interferon-α']","","","","","","","","",""
"Q20982042","","","","Ubhejane","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Ubhejane",""
"Q24884304","","","","World Herbal Forest","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/World_Herbal_Forest",""
"Q27584859","","","","Armeniacae Semen","[]","[]","[]","['Prunus armeniaca', 'apricot kernel']","","","","","","","","",""
"Q27587290","","","","Asiasari Radix","[]","[]","[]","['asiasarum root', 'Chinese wild ginger root']","","","","","","","","",""
"Q27626767","","","","Evodiae Fructus","[]","[]","[]","['Tetradii Fructus', 'evodia fruit']","","","","","","","","",""
"Q27631045","","","Ginseng (racine de)","ginseng root","[]","[]","[]","['ginseng']","","","","","","","","",""
"Q27650020","","","","Moutan Cortex","[]","[]","[]","['moutan bark', 'Paeoniae Moutan Cortex', 'tree peony bark']","","","","","","","","",""
"Q27650944","","","","Akebiae Caulis","[]","[]","[]","['akebia stem', 'chocolate vine stem']","","","","","","","","",""
"Q27656870","","","","Arecae Semen","[]","[]","[]","['areca', 'betel nut', 'areca nut']","","","","","","","","",""
"Q27656868","","","","Arctii Fructus","[]","[]","[]","['burdock fruit', 'greater burdock fruit']","","","","","","","","",""
"Q27657241","","","","Artemisiae Folium","[]","[]","[]","['Artemisiae argyi folium', 'Artemisiae artemisia leaf', 'Artemisiae wormwood leaf', 'Artemisiae mugwort leaf']","","","","","","","","",""
"Q27658295","","","actée à grappes (rhizome d')","Cimicifugae Rhizoma","[]","[]","[]","['cimicifuga rhizome', 'bugbane rhizome', 'cohosh rhizome', 'black cohosh', 'Cimicifugae rhizoma']","","","","","","","","",""
"Q27660093","","","","Glehniae Radix Cum Rhizoma","[]","[]","[]","['glehnia root', 'glehnia rhizome', 'Glehniae Radix']","","","","","","","","",""
"Q27680543","","","","Zizyphi Spinosi Semen","[]","[]","[]","['jujube seed', 'Chinese date seed']","","","","","","","","",""
"Q28209187","","","","hydrocodone/aspirin","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Hydrocodone/aspirin",""
"Q28209191","","","","oxycodone/ibuprofen","[]","[]","[]","['Combunox']","","","N02AJ19","","","","","https://en.wikipedia.org/wiki/Oxycodone/ibuprofen",""
"Q30315102","","","","Analgecine","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Analgecine",""
"Q55815430","","","","melissa seed oil","[]","[]","[]","[]","","","","","","","","",""
"Q55829827","","","huile des graines d'onagre","Evening primrose oil","[]","[]","[]","['EPO', 'evening primrose seed oil', 'evening primrose oil', 'Oenotherae biennis oleum']","","","","","","","","",""
"Q56303252","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q57655570","","","","elderberry extract","[]","[]","[]","[]","","","","","","","","",""
"Q60708120","чорниця","черника","myrtille","bilberry","[]","['голубика']","[]","['European blueberry']","","","","","","https://fr.wikipedia.org/wiki/Myrtille","","https://en.wikipedia.org/wiki/Bilberry",""
"Q72515979","","","Valériane (huile essentielle de)","Valerian root oil","[]","[]","[]","['Valerian oil', 'Valeriana officinalis oil', 'valerian essential oil']","","","","","","","","",""
"Q96057747","","","grande camomille (parties aériennes de)","Tanaceti parthenii herba","[]","[]","[]","['feverfew']","","","","","","","","",""
"Q96071362","","","artichaut (feuille d')","artichoke leaf","[]","[]","[]","['Cynarae folium']","","","","","","","","",""
"Q96095607","","","Reine des prés (fleur de)","meadowsweet flower","[]","[]","[]","['Filipendulae ulmariae flos']","","","","","","","","",""
"Q96097703","","","","kava kava","[]","[]","[]","['Piperis methystici rhizoma', 'kava']","","","","","","","","",""
"Q96097871","","","","bearberry leaf","[]","[]","[]","['Uvae ursi folium']","","","","","","","","",""
"Q96098211","","","vigne rouge (feuille de)","grapevine leaf (red)","[]","[]","[]","['Vitis viniferae folium']","","","","","","","","",""
"Q96141970","","","boldo (feuilles de)","Boldi folium","[]","[]","[]","['boldo leaf']","","","","","","","","",""
"Q96233685","","","Aubépine (sommité fleurie d')","hawthorn leaf and flower","[]","[]","[]","['Crataegi folium cum flore']","","","","","","","","",""
"Q96254026","","","","california poppy","[]","[]","[]","['Eschscholziae herba']","","","","","","","","",""
"Q96334169","","","Douce amère (tige de)","woody nightshade stem","[]","[]","[]","['Solani dulcamarae stipites']","","","","","","","","",""
"Q96335494","","","","silver linden flower","[]","[]","[]","['Tiliae tomentosae flos']","","","","","","","","",""
"Q96695265","Ad5-nCoV","Ad5-nCoV","Ad5-nCoV","Ad5-nCoV","[]","[]","[]","['CanSino Biologics COVID-19 vaccine candidate', 'Convidecia', 'CanSino vaccine', 'PakVak']","","","J07BX03","","https://uk.wikipedia.org/wiki/Ad5-nCoV","https://fr.wikipedia.org/wiki/Ad5-nCoV","https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B2%D0%B8%D0%B4%D0%B5%D1%86%D0%B8%D1%8F","https://en.wikipedia.org/wiki/Convidecia",""
"Q97154230","BBIBP-CorV","BBIBP-CorV","BBIBP-CorV","BBIBP-CorV","[]","[]","[]","['inactivated novel coronavirus pneumonia (COVID-19) vaccine (Vero cells)', 'Sinopharm vaccine', 'Beijing Institute of Biological Products COVID-19 vaccine candidate', 'COVID-19 inactivated virus vaccine by Beijing Institute of Biological Products', 'SARS-CoV-2 Vaccine(Vero Cell)', 'SARS-CoV-2 Vaccine (Vero Cell)', 'Sinopharm BIBP COVID-19 vaccine', ""Zhong'aikewei"", 'Hayat-Vax']","","","","","https://uk.wikipedia.org/wiki/BBIBP-CorV","https://fr.wikipedia.org/wiki/BBIBP-CorV","https://ru.wikipedia.org/wiki/BBIBP-CorV","https://en.wikipedia.org/wiki/Sinopharm_BIBP_COVID-19_vaccine",""
"Q97154233","CoronaVac","CoronaVac","CoronaVac","CoronaVac","[]","[]","[]","['Sinovac COVID-19 vaccine', 'Sinovac vaccine', 'Chinese vaccine', 'Chinese coronavirus vaccine', 'PiCoVacc']","","","J07BX03","","https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B0%D0%BA","https://fr.wikipedia.org/wiki/CoronaVac","https://ru.wikipedia.org/wiki/CoronaVac","https://en.wikipedia.org/wiki/CoronaVac",""
"Q97154236","ZF2001","Вакцина Zifivax против COVID-19","ZF2001","Anhui Zhifei Longcom Biopharmaceutical COVID-19 vaccine candidate","[]","[]","['RBD-Dimer']","['ZF2001', 'RBD-Dimer', 'Zifivax', 'ZF-UZ-VAC-2001', 'Zhongyianke Biotech–Liaoning Maokangyuan Biotech COVID-19 vaccine']","","","","","https://uk.wikipedia.org/wiki/ZF2001","https://fr.wikipedia.org/wiki/ZF2001","https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0_Zifivax_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_COVID-19","https://en.wikipedia.org/wiki/ZF2001",""
"Q105488220","","","","hyaluronidase (ovine)","[]","[]","[]","[]","CHEMBL1201636","","B06AA03","5464","","","","",""
"Q106322660","WIBP-CorV","WIBP COVID-19","WIBP-CorV","WIBP-CorV","[]","[]","[]","['Wuhan Institute of Biological Products COVID-19 vaccine candidate', 'COVID-19 inactivated virus vaccine by Wuhan Institute of Biological Products', 'Sinopharm WIBP COVID-19 vaccine']","","","","","https://uk.wikipedia.org/wiki/WIBP-CorV","https://fr.wikipedia.org/wiki/WIBP-CorV","https://ru.wikipedia.org/wiki/WIBP-CorV","https://en.wikipedia.org/wiki/Sinopharm_WIBP_COVID-19_vaccine",""
"Q106514790","Ковідфул","","Covidful","Chinese Academy of Medical Sciences COVID-19 vaccine","[]","[]","[]","['Covidful', 'IMBCAMS COVID-19 vaccine', 'Kēwéifú']","","","","","https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B2%D1%96%D0%B4%D1%84%D1%83%D0%BB","https://fr.wikipedia.org/wiki/Covidful","","https://en.wikipedia.org/wiki/Chinese_Academy_of_Medical_Sciences_COVID-19_vaccine",""
"Q107284062","","","","peginterferon lambda","[]","[]","[]","['Peginterferon lambda-1a', 'BMS 914143', 'PEG-RIL-29']","","","","","","","","",""
"Q109017404","","","Béhen (racine)","","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/B%C3%A9hen_(racine)","","",""
"Q110269860","","","","amitriptyline/chlordiazepoxide","[]","[]","[]","['Limbitrol', 'Limbitrol DS']","","","","","","","","https://en.wikipedia.org/wiki/Amitriptyline/chlordiazepoxide",""
"Q110291641","Вакцина Sinopharm CNBG проти COVID-19","","","Sinopharm CNBG COVID-19 vaccine","[]","[]","[]","['Sinopharm NVSI COVID-19 vaccine', 'MutI-tri-RBD', 'NVSI-06-08']","","","","","https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0_Sinopharm_CNBG_%D0%BF%D1%80%D0%BE%D1%82%D0%B8_COVID-19","","","https://en.wikipedia.org/wiki/Sinopharm_CNBG_COVID-19_vaccine",""
"Q110706933","","риха","","riha","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Riha_(Mandaeism)",""
"Q110969665","","","urokinase","urokinase","[]","[]","[]","[]","CHEMBL1201420","","","11055","","","","",""
"Q116206898","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q118675983","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q118727164","","","","Vicks Formula 44","[]","[]","[]","[]","","","","","","","","",""
"Q119041783","","","","Kabuga primary health center","[]","[]","[]","['P H  C DEPT']","","","","","","","","",""
"Q120435220","","","","calixcoca","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Calixcoca",""
"Q124341960","","","","ArVac Cecilia Grierson","[]","[]","[]","['ArVac']","","","","","","","","",""
"Q124613341","","","","Qdenga","[]","[]","[]","[]","","","","","","","","",""
"Q124613491","","","","Butantan-DV","[]","[]","[]","[]","","","","","","","","",""
"Q125171600","","","","lapinized Chinese strain","[]","[]","[]","[]","","","","","","","","",""
"Q940","наркотик","наркотик","narcotique","narcotic","[]","[]","['Stupéfiant']","['drug', 'narcotics']","","","","","https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BA%D0%BE%D1%82%D0%B8%D0%BA","https://fr.wikipedia.org/wiki/Narcotique","https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BA%D0%BE%D1%82%D0%B8%D0%BA","https://en.wikipedia.org/wiki/Narcotic",""
"Q388565","рифаміцинова група","рифамицин","rifamycine","rifamycin","[]","['рифамициновые антибиотики', 'рифамициновая группа']","[]","['rifamycins']","","","S01AA16","","https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D1%84%D0%B0%D0%BC%D1%96%D1%86%D0%B8%D0%BD%D0%BE%D0%B2%D1%96_%D0%B0%D0%BD%D1%82%D0%B8%D0%B1%D1%96%D0%BE%D1%82%D0%B8%D0%BA%D0%B8","https://fr.wikipedia.org/wiki/Rifamycine","https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D1%84%D0%B0%D0%BC%D0%B8%D1%86%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Rifamycin",""
"Q415909","Капреоміцин","Капреомицин","capreomycin","capreomycin","[]","[]","[]","['Capastat sulfate', 'Ogostal', 'Capromycin']","CHEMBL1201252","3371","J04AB30","78903","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%80%D0%B5%D0%BE%D0%BC%D1%96%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Capr%C3%A9omycine","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%80%D0%B5%D0%BE%D0%BC%D0%B8%D1%86%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Capreomycin",""
"Q718658","","","","Advanced Therapy Medicinal Product","[]","[]","[]","['ATMP']","","","","","","","","https://en.wikipedia.org/wiki/Advanced_Therapy_Medicinal_Product",""
"Q1055750","","","tkm-ebola","TKM-Ebola","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/TKM-Ebola","","https://en.wikipedia.org/wiki/TKM-Ebola",""
"Q1171125","","","anodyne de Hoffmann","compound spirit of ether","[]","[]","[]","[""Hoffmann's anodyne""]","","","","","","","","https://en.wikipedia.org/wiki/Compound_spirit_of_ether",""
"Q1531794","","","","spodium","[]","[]","[]","['spodion']","","","","","","","","https://en.wikipedia.org/wiki/Spodium",""
"Q1615256","","","polygéline","haemaccel","[]","[]","[]","['polygeline']","","","","8521","","","","https://en.wikipedia.org/wiki/Haemaccel",""
"Q2314345","рідкий бинт","","pansement liquide","liquid bandage","[]","[]","[]","[]","","","D02AD","","","","","https://en.wikipedia.org/wiki/Liquid_bandage",""
"Q2419399","Тераностика","Тераностика","théranostique","theranostics","[]","[]","[]","[]","","","","","https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B0%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0","","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B0%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0","https://en.wikipedia.org/wiki/Theranostics",""
"Q3064751","","","Vesparax","secobarbital/brallobarbital/hydroxyzine","[]","[]","[]","['Vesparax']","","","","","","https://fr.wikipedia.org/wiki/Vesparax","","https://en.wikipedia.org/wiki/Secobarbital/brallobarbital/hydroxyzine",""
"Q3245302","Tylenol","","","Tylenol","['тайленол']","[]","[]","[]","","","","202433","","","","https://en.wikipedia.org/wiki/Tylenol_(brand)",""
"Q4065146","","Ангиопротекторы","vasoprotecteur","vasoprotective","[]","['Ангиопротектор', 'Ангиопротекторы и корректоры микроциркуляции']","[]","[]","","","C05","","","https://fr.wikipedia.org/wiki/Vasoprotecteur","https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%B8%D0%BE%D0%BF%D1%80%D0%BE%D1%82%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D1%8B","https://en.wikipedia.org/wiki/Vasoprotective",""
"Q4445899","","Сульфозин","","sulfozinum","[]","[]","[]","['sulfozin']","","","","","","","https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%BB%D1%8C%D1%84%D0%BE%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Sulfozinum",""
"Q4747075","","","","amlodipine/valsartan","[]","[]","[]","['amlodipine / valsartan', 'amlodipine besilate / valsartan', 'Amlodipine / Valsartan Mylan', 'Amlodipine / valsartan']","","","C09DB01","729455","","","","https://en.wikipedia.org/wiki/Amlodipine/valsartan",""
"Q4750760","","","Anadin","Anadin","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Anadin",""
"Q4803642","","","","acetylsalicylic acid/dipyridamole","[]","[]","[]","['Asasantin', 'Aspirin mixture with Dipyridamole']","","","","","","","","https://en.wikipedia.org/wiki/Acetylsalicylic_acid/dipyridamole",""
"Q5137436","","","","co-danthrusate","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Co-danthrusate",""
"Q5268496","","","","dextromethorphan/quinidine","[]","[]","[]","['dextromethorphan / quinidine']","","","","1040053","","","","https://en.wikipedia.org/wiki/Dextromethorphan/quinidine",""
"Q5319614","","","","Dz13","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Dz13",""
"Q5375195","","","","enamel matrix derivative","[]","[]","[]","['EMD', 'Emdogain']","","","","","","","","https://en.wikipedia.org/wiki/Enamel_matrix_derivative",""
"Q5384645","","","","equithesin","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Chloral_hydrate/magnesium_sulfate/pentobarbital",""
"Q6046441","","","interféron alfa","interferon alfa","[]","[]","[]","[]","","","L03AB01","","","https://fr.wikipedia.org/wiki/Interf%C3%A9ron_alfa","","https://en.wikipedia.org/wiki/Interferon_alfa",""
"Q7553318","","","complexe de gluconate ferrique de sodium","sodium ferric gluconate complex","[]","[]","[]","['Sodium ferric gluconate complex', 'Ferric sodium gluconate complex']","","","B03AC","261435","","","","https://en.wikipedia.org/wiki/Sodium_ferric_gluconate_complex",""
"Q7685008","","","eau de goudron","tar water","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Eau_de_goudron","","https://en.wikipedia.org/wiki/Tar_water",""
"Q7697766","","","","telmisartan/hydrochlorothiazide","[]","[]","[]","['telmisartan / hydrochlorothiazide']","","","","284636","","","","https://en.wikipedia.org/wiki/Telmisartan/hydrochlorothiazide",""
"Q10575285","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q10616061","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q10701892","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q12023553","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q15893399","","","antitoxine diphtérique","diphtheria antitoxin","[]","[]","[]","['DAT']","","","J06AA01","","","","","https://en.wikipedia.org/wiki/Diphtheria_antitoxin",""
"Q16628711","","","acétate de cyprotérone - éthinylestradiol","ethinylestradiol/cyproterone acetate","[]","[]","['Diane-35']","['Diane-35', 'co-cyprindiol']","","","G03HB01","","","https://fr.wikipedia.org/wiki/Diane-35","","https://en.wikipedia.org/wiki/Ethinylestradiol/cyproterone_acetate",""
"Q16858520","","","","CBR96-doxorubicin immunoconjugate","[]","[]","[]","['BMS-182248', 'SGN-15', 'cBR96-Dox']","","","","","","","","https://en.wikipedia.org/wiki/CBR96-doxorubicin_immunoconjugate",""
"Q17127633","","","","fluticasone furoate/vilanterol","[]","[]","[]","['Breo Ellipta', 'fluticasone furoate / vilanterol', 'Relvar Ellipta']","","75043","R03AK10","","","","","https://en.wikipedia.org/wiki/Fluticasone_furoate/vilanterol",""
"Q17148719","полівалентна протиботулінічна сироватка","","","heptavalent botulism antitoxin","[]","[]","[]","['HBAT', 'BAT', 'H-BAT']","","","","","","","","https://en.wikipedia.org/wiki/Heptavalent_botulism_antitoxin",""
"Q18476657","","Эмтрицитабин/рилпивирин/тенофовир","","emtricitabine/rilpivirine/tenofovir","[]","[]","[]","['emtricitabine / rilpivirine / tenofovir disoproxil', 'emtricitabine / Rilpivirine / tenofovir disoproxil']","","","","1145801","","","https://ru.wikipedia.org/wiki/%D0%AD%D0%BC%D1%82%D1%80%D0%B8%D1%86%D0%B8%D1%82%D0%B0%D0%B1%D0%B8%D0%BD/%D1%80%D0%B8%D0%BB%D0%BF%D0%B8%D0%B2%D0%B8%D1%80%D0%B8%D0%BD/%D1%82%D0%B5%D0%BD%D0%BE%D1%84%D0%BE%D0%B2%D0%B8%D1%80","https://en.wikipedia.org/wiki/Emtricitabine/rilpivirine/tenofovir",""
"Q19272800","Колоїдне та іонне срібло в медицині","","usages médicaux de l'argent","medical uses of silver","[]","[]","[]","[]","","","D08AL30","","https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D1%97%D0%B4%D0%BD%D0%B5_%D1%82%D0%B0_%D1%96%D0%BE%D0%BD%D0%BD%D0%B5_%D1%81%D1%80%D1%96%D0%B1%D0%BB%D0%BE_%D0%B2_%D0%BC%D0%B5%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%96","","","https://en.wikipedia.org/wiki/Medical_uses_of_silver",""
"Q19598140","","","","netupitant/palonosetron","[]","[]","[]","['netupitant / palonosetron hydrochloride', 'netupitant / palonosetron']","","","","1552342","https://uk.wikipedia.org/wiki/%D0%9D%D0%B5%D1%82%D1%83%D0%BF%D1%96%D1%82%D0%B0%D0%BD%D1%82/%D0%BF%D0%B0%D0%BB%D0%BE%D0%BD%D0%BE%D1%81%D0%B5%D1%82%D1%80%D0%BE%D0%BD","","","https://en.wikipedia.org/wiki/Netupitant/palonosetron",""
"Q19946892","Церебролізин","Церебролизин","Cérébrolysine","cerebrolysin","[]","['Cerebrolysin', 'Церебролизат']","[]","['Cerebrolysin', 'FPE 1070', 'Cerebrolyzin', 'Cerebrolycin']","","","","","https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%D0%BB%D1%96%D0%B7%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/C%C3%A9r%C3%A9brolysine","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%D0%BB%D0%B8%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Cerebrolysin",""
"Q20817239","","","","transdermal testosterone gel","[]","[]","[]","[]","","","","","","","","",""
"Q21064745","","","","Warfarin sodium 1 mg tab-cap","[]","[]","[]","['Warfarin Na 1 mg tab-cap']","","","","","","","","",""
"Q21402338","","","stéroïde ophtalmique","topical ophthalmic corticosteroid","[]","[]","[]","['ophthalmic corticosteroid']","","","","","","","","",""
"Q25091273","","","Oestrogènes estérifiés","esterified estrogens","[]","[]","[]","['esterified estrogen']","","","","","","https://fr.wikipedia.org/wiki/Oestrog%C3%A8nes_est%C3%A9rifi%C3%A9s","","https://en.wikipedia.org/wiki/Esterified_estrogens",""
"Q27430123","","","","ferumoxytol","[]","[]","[]","['Ferumoxytol', 'Ferrosoferric Oxide']","","46726","","","","","","",""
"Q28163637","","","dextran 70","Dextran 70","[]","[]","[]","[]","","","B05AA05","3274","","","","https://en.wikipedia.org/wiki/Dextran_70",""
"Q28852429","","","efmoroctocog alfa","efmoroctocog alfa","[]","[]","[]","['coagulation factor viii recombinant immunoglubulin g1 fusion protein', ""(1-743)-(1638-2332)-blood-coagulation factor viii (synthetic human) fusion protein with immunoglobulin g1 (synthetic human fc domain fragment), (1444-6'),(1447-9')-bis(disulfide) with immunoglobulin g1 (synthetic human fc domain fragment)"", 'antihemophilic factor (recombinant, fc fusion protein)', 'eloctate']","","","","1543095","","","","https://en.wikipedia.org/wiki/Efmoroctocog_alfa",""
"Q28859605","","","","budesonide / salmeterol","[]","[]","[]","[]","","","R03AK12","","","","","",""
"Q28859742","","","albutrépénonacog alfa","albutrepenonacog alfa","[]","[]","[]","['coagulation factor ix (recombinant), albumin fusion protein']","","","","1743992","","","","",""
"Q39048005","","Пибрентасвир","","Pibrentasvir","[]","[]","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%B1%D1%80%D0%B5%D0%BD%D1%82%D0%B0%D1%81%D0%B2%D0%B8%D1%80","https://en.wikipedia.org/wiki/Pibrentasvir",""
"Q39048038","","","","glecaprevir/pibrentasvir","[]","[]","[]","['glecaprevir / pibrentasvir']","","","J05AP57","1940702","","","","https://en.wikipedia.org/wiki/Glecaprevir/pibrentasvir",""
"Q40441442","Патісіран","Патисиран","patisiran","patisiran","[]","[]","[]","['Onpattro']","","","N07XX12","2053490","https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D1%96%D1%81%D1%96%D1%80%D0%B0%D0%BD","https://fr.wikipedia.org/wiki/Patisiran","https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D0%B8%D1%81%D0%B8%D1%80%D0%B0%D0%BD","https://en.wikipedia.org/wiki/Patisiran",""
