"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q96022682","","","Achillée millefeuille (partiesaériennes d')","Millefolii herba","[]","[]","[]","['yarrow']","","","","","","","",""
"Q28163586","","эпинефрин","épinéphrine","epinephrine","[]","['адреналин']","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Epinephrine_(medication)",""
"Q96181207","","","Bugrane, Arrête-boeuf","restharrow root","[]","[]","[]","['Ononidis radix']","","","","","","","",""
"Q27147920","","","","(5alpha)-3-oxocholestan-26-oic acid","[]","[]","[]","['dafachronic acid', '3-oxo-5alpha-cholestan-26-oic acid']","","78701","","","","","",""
"Q104897461","","","","","[]","[]","[]","[]","","","","","","","",""
"Q106830016","","","","fibrinogen I-125","[]","[]","[]","['fibrinogen (125I)']","","","V09GB01","","","","",""
"Q96377868","","","","Fenofibrate/simvastatin","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Fenofibrate/simvastatin",""
"Q6750946","","Манносульфан","","mannosulfan","[]","[]","[]","[]","","","L01AB03","","","https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%BD%D0%BE%D1%81%D1%83%D0%BB%D1%8C%D1%84%D0%B0%D0%BD","https://en.wikipedia.org/wiki/Mannosulfan",""
"Q27094615","","Канамицин","kanamycine","kanamycin A","[]","['Канамицин А']","[]","['kanamycin']","CHEMBL1384","17630","","","","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B0%D0%BC%D0%B8%D1%86%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Kanamycin_A",""
"Q6590349","","Пероспирон","","perospirone","[]","[]","[]","['Lullan® (Japan)', 'Perospirone', 'SM-9018', 'cis-N-(4-(4-(1,2-Benzisothiazol-3-yl)-1-piperazinyl)butyl)-1,2-cyclohexanedicarboximide']","CHEMBL1472975","94777","","","","https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%BE%D1%81%D0%BF%D0%B8%D1%80%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Perospirone",""
"Q48566666","","","","ciprofloxacin / fluocinolone","[]","[]","[]","[]","","","","","","","",""
"Q6823610","","","","methantheline","[]","[]","[]","['Methanthelinium', 'Methanthelinum', 'SID11112123', 'Methantheline']","CHEMBL1201264","6817","A03AB07","","","","https://en.wikipedia.org/wiki/Methantheline",""
"Q96095794","","","Reine des prés (parties aériennes de)","meadowsweet","[]","[]","[]","['Filipendulae ulmariae herba']","","","","","","","",""
"Q3329406","","Фенметразин","phenmétrazine","phenmetrazine","[]","['Грацидин', 'Прелюдин', 'PAL-592']","[]","['2-Phenyl-3-methylmorpholine', 'phenmetrazin', 'fenmetrazin', 'Preludin', 'Delgaxit', 'Delgotrix', 'Fenmetracina', 'Gracidin', 'Linotrazine', 'Mefolin', 'Fenmetrazina', 'Phenmetrazinum', 'Phenmetrazin', 'Phenmetrazine', 'Fenmetrazin']","CHEMBL1201208","8067","","","https://fr.wikipedia.org/wiki/Phenm%C3%A9trazine","https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D0%BC%D0%B5%D1%82%D1%80%D0%B0%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Phenmetrazine",""
"Q56628379","","","","estradiol benzoate/hydroxyprogesterone caproate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Estradiol_benzoate/hydroxyprogesterone_caproate",""
"Q6577293","","","","sulfaphenazole","[]","[]","[]","['Sulfabid', 'N(1)-(1-Phenylpyrazol-5-yl)sulfanilamide', '5-Sulfanilamido-1-phenylpyrazole', '3-(P-Aminobenzenesulfonamido)-2-phenylpyrazole', '1-Phenyl-5-sulfanilamidopyrazole', 'Sulphaphenazole', ""N'-(1-phenylpyrazol-5-yl)sulfanilamide"", 'Sulfafenazol', 'Sulfafenazolo', 'Sulfaphenazol', 'Sulfaphenazolum', 'Sulfaphenazole']","CHEMBL1109","77780","J01ED08","","","","https://en.wikipedia.org/wiki/Sulfaphenazole",""
"Q2304195","","","fenbufene","fenbufen","[]","[]","[]","['CL-82204', ""gamma-oxo(1,1'-biphenyl)-4-butanoic acid"", '3-(4-phenylbenzoyl)propionic acid', '4-biphenyl-4-yl-4-oxobutanoic acid', '4-(4-biphenylyl)-4-oxobutyric acid', '3-(4-biphenylylcarbonyl)propionic acid']","CHEMBL277522","31599","M01AE05","","","","https://en.wikipedia.org/wiki/Fenbufen",""
"Q49000736","","","","bortezomib/dexamethasone","[]","[]","[]","['Vel/Dex', 'Veldex', 'Vel-Dex']","","","","","","","https://en.wikipedia.org/wiki/Bortezomib/dexamethasone",""
"Q1492328","","","chélateur d'acides biliaires","bile acid sequestrant","[]","[]","[]","[]","","","C10AC","","https://fr.wikipedia.org/wiki/Ch%C3%A9lateur_d%27acides_biliaires","","https://en.wikipedia.org/wiki/Bile_acid_sequestrant",""
"Q1640947","Феніндіон","","phénindione","phenindione","[]","[]","[]","['Dindevan®', 'phenylindanedione', '2-Phenyl-1,3-indandione', 'PID', '2-phenyl-1,3-diketohydrindene', '2-phenyl-1,3(2H)-Indenedione', 'Phenindion', 'Phenindionum', 'Phenindione', '2-Phenyl-1,3(2H)-indenedione', 'Fenindione', 'Phénindione', '2-Phenyl-1,3-diketohydrindene', 'Fenindiona']","CHEMBL711","8066","B01AA02","https://uk.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D1%96%D0%BD%D0%B4%D1%96%D0%BE%D0%BD","https://fr.wikipedia.org/wiki/Ph%C3%A9nindione","","https://en.wikipedia.org/wiki/Phenindione",""
"Q27279416","","","","testosterone isobutyrate","[]","[]","[]","['Agovirin-Depot', 'Perandren M']","","","","","","","https://en.wikipedia.org/wiki/Testosterone_isobutyrate",""
"Q1103862","","Ромашковое масло","huile essentielle de camomille matricaire","camomile oil","[]","[]","[""'huile essentielle de camomille allemande"", 'huile de camomille', 'Matricariae aetheroleum']","['chamomile oil', 'Matricariae aetheroleum', 'Matricaria Oil', 'Matricaria Flower Oil']","","","","","","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D1%88%D0%BA%D0%BE%D0%B2%D0%BE%D0%B5_%D0%BC%D0%B0%D1%81%D0%BB%D0%BE","",""
"Q1429522","","Стимуляторы моторики ЖКТ, в том числе рвотные средства","prokinétique","prokinetic agent","[]","[]","[]","[]","","","A03FA","","","","https://en.wikipedia.org/wiki/Prokinetic_agent",""
"Q40441392","","","","teprasiran","[]","[]","[]","[]","","","","","","","",""
"Q7914515","","","vandétanib","vandetanib","[]","[]","[]","['Caprelsa®', 'CH 331', 'ZD 6474', 'ZD-6474', 'ZD6474', 'N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methyl-4-piperidinyl)methoxy)-4-quinazolinamine', 'N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine', 'Vandetanib', '4-(4-Bromo-2-fluoroanilino)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazoline']","CHEMBL24828","49960","L01XE12","","","","https://en.wikipedia.org/wiki/Vandetanib",""
"Q6986146","","Недаплатин","","nedaplatin","[]","[]","[]","[]","","31898","","","","https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B4%D0%B0%D0%BF%D0%BB%D0%B0%D1%82%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Nedaplatin",""
"Q20801776","","","","serum albumin","[]","[]","[]","['Serum albumin precursor']","","","","","","","",""
"Q3294635","","","","colestipol","[]","[]","[]","['Epichlorohydrin-tetraethylenepentamine polymer', 'Copolymer of bis(2-aminoethyl)amine and 2-(chloromethyl)oxirane', 'Colestipolum']","CHEMBL1909303","3814","C10AC02","","","","https://en.wikipedia.org/wiki/Colestipol",""
"Q6817800","","","","mephentermine","[]","[]","[]","['mephentermine sodium', 'mephentermine sulfate', 'Wyamine Sulfate®', 'Mephentermine']","CHEMBL1201234","6755","C01CA11","","","","https://en.wikipedia.org/wiki/Mephentermine",""
"Q421368","","Ипрониазид","Iproniazide","iproniazid","[]","[]","[]","[]","CHEMBL92401","5958","N06AF05","","https://fr.wikipedia.org/wiki/Iproniazide","https://ru.wikipedia.org/wiki/%D0%98%D0%BF%D1%80%D0%BE%D0%BD%D0%B8%D0%B0%D0%B7%D0%B8%D0%B4","https://en.wikipedia.org/wiki/Iproniazid",""
"Q48566771","","","","candesartan / hydrochlorothiazide","[]","[]","[]","[]","","","","","","","",""
"Q420439","Дименгідринат","Дименгидринат","diménhydrinate","dimenhydrinate","['драмамін']","['Дэдалон', 'Дедалон', 'Драмина', 'Сиэль']","['Dramamine', 'C24H28ClN5O3', '523-87-5', 'Dimenhydrinate']","['Dramamine', '8-chloro-1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione - 2-(diphenylmethoxy)-N,N-dimethylethanamine (1', '1)', 'Benzhydryl-beta-dimethylaminoethylether 8-chlorotheophylline', 'Diphenhydramine theoclate', 'N,N-Dimethyl-2-diphenylmethoxyethylamine 8-chlorotheophyllinate', '(O-Benzhydryl(dimethylamino)ethanol) 8-chlorotheophyllinate', 'Diphenhydramine 8-chlorotheophylline', 'Dimenhydrinatum', 'Diphenhydrinate', 'Dimenhidrinato', 'Diphenhydramine 8-chlorotheophyllinate', 'beta-Dimethylaminoethyl benzhydryl ether 1,3-dimethyl-8-chloroxanthine', 'O-Benzhydryldimethylaminoethanol 8-chlorotheophyllinate', '8-chloro-1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione - 2-(diphenylmethoxy)-N,N-dimethylethanamine (1:1)']","CHEMBL1200406","4604","","https://uk.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%B5%D0%BD%D0%B3%D1%96%D0%B4%D1%80%D0%B8%D0%BD%D0%B0%D1%82","https://fr.wikipedia.org/wiki/Dim%C3%A9nhydrinate","https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BC%D0%B5%D0%BD%D0%B3%D0%B8%D0%B4%D1%80%D0%B8%D0%BD%D0%B0%D1%82","https://en.wikipedia.org/wiki/Dimenhydrinate","dimenhyDRINATE"
"Q2919537","","","alglucosidase alfa","alglucosidase alfa","[]","[]","[]","['Lumizyme', 'Aglucosidase alfa', 'Aglucosidase alpha']","CHEMBL1201824","","A16AB07","","","","https://en.wikipedia.org/wiki/Alglucosidase_alfa",""
"Q3997863","Трастузумаб емтанзин","Трастузумаб эмтанзин","ado-trastuzumab emtansine","ado-trastuzumab emtansine","[]","['Kadcyla', 'Trastuzumab emtansine', 'Ado-trastuzumab emtansine', 'T-DM1', 'TDM1', 'Trastuzumab-MCC-DM1', 'Trastuzumab-DM1', 'Immunoglobulin G1']","['trastuzumab emtansine']","['Trastuzumab-DM1', 'trastuzumab emtansine', 'trastuzumab-MCC-DM1', 'TDM1', 'Kadcyla', 'Immunoglobulin G1']","","","L01XC14","https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D1%81%D1%82%D1%83%D0%B7%D1%83%D0%BC%D0%B0%D0%B1_%D0%B5%D0%BC%D1%82%D0%B0%D0%BD%D0%B7%D0%B8%D0%BD","","https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D1%81%D1%82%D1%83%D0%B7%D1%83%D0%BC%D0%B0%D0%B1_%D1%8D%D0%BC%D1%82%D0%B0%D0%BD%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Trastuzumab_emtansine",""
"Q15211075","","Урамустин","uramustine","uracil mustard","[]","[]","['moutarde uracile']","['U-8344', 'Uracil Mustard®', 'uracil nitrogen mustard', 'aminouracil mustard', '5-(di-2-chloroethyl)aminouracil', '5-[di(beta-chloroethyl)amino]uracil', '5-[bis(2-chloroethyl)amino]-2,4(1H,3H)-pyrimidinedione', '5-[bis(2-chloroethyl)amino]uracil', '5-N,N-bis(2-chloroethyl)aminouracil', '5-aminouracil mustard', 'Aminouracil mustard', 'Uracil nitrogen mustard', 'Uramustine', '5-Aminouracil mustard', 'Uracil mustard', '5-(Di-2-chloroethyl)aminouracil', '5-N,N-Bis(2-chloroethyl)aminouracil', '5-[Di(beta-chloroethyl)amino]uracil', '5-[Bis(2-chloroethyl)amino]-2,4(1H,3H)-pyrimidinedione']","CHEMBL1488","9884","L01AD08","","","https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B0%D0%BC%D1%83%D1%81%D1%82%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Uramustine",""
"Q510494","","трифлупромазин","triflupromazine","triflupromazine","[]","[]","[]","['triflupromazine hydrochloride', 'Vesprin®', '2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine', '2-(Trifluoromethyl)promazine', '10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine', 'trifluopromazine', 'Fluopromazine', 'Triflupromazina', 'Triflupromazin', 'Triflupromazine', 'Triflupromazinum']","CHEMBL570","9711","N05AA05","","https://fr.wikipedia.org/wiki/Triflupromazine","","https://en.wikipedia.org/wiki/Triflupromazine",""
"Q421218","фондапаринукс","Фондапаринукс","fondaparinux","fondaparinux sodium","[]","[]","['114870-03-0', 'C31H43N3Na10O49S8', 'Arixtra']","['SR-90107A', 'Fondaparinux Sodium', 'ORG-31540']","CHEMBL1200644","31632","","","","","",""
"Q18355673","","Flutemetamol (18F)","flutémétamol (18f)","flutemetamol F-18","[]","[]","[]","['Flutemetamol F18', 'Flutemetamol F-18', '18F-Flutemetamol', 'Flutemetamol F 18', 'Flutemetamol', 'flutemetamol ((sup18)f)', '2-(3-(sup 18)f)fluoro-4-(methylamino)phenyl)-1,3-benzothiazol-6-ol', '(18f)ah110690', 'flutemetamol (18f)', '2-[3-(18F)fluoro-4-(methylamino)phenyl]-1,3-benzothiazol-6-ol', 'Flutemetamol (18F)', '[18F]-Flutemetamol', 'flutemetamol (18F)', 'Vizamyl']","CHEMBL2042122","76611","V09AX04","","","https://ru.wikipedia.org/wiki/Flutemetamol_(18F)","https://en.wikipedia.org/wiki/Flutemetamol_(18F)",""
"Q27631045","","","Ginseng (racine de)","Ginseng Radix","[]","[]","[]","['ginseng root', 'ginseng']","","","","","","","",""
"Q15353101","","","interféron alfacon-1","interferon alfacon-1","[]","[]","['Infergen']","['IFN Alfacon-1', 'consensus interferon', 'CIFN', 'Interferon Consensus, Methionyl', 'Recombinant Consensus Interferon', 'methionyl-interferon-consensus', 'methionyl interferon consensus', 'rCon-IFN', 'Recombinant methionyl human consensus interferon']","CHEMBL1201557","","L03AB09","","","","https://en.wikipedia.org/wiki/Interferon_alfacon-1",""
"Q794152","","","","bethanidine","[]","[]","[]","['BW-467-C-60', 'Tenathan®', ""N,N'-dimethyl-N''-(phenylmethyl)-guanidine"", 'betanidine', 'Betanidina', 'Bethanidine', 'Betanidine', 'Betanidinum']","CHEMBL1201260","37937","C02CC01","","","","https://en.wikipedia.org/wiki/Bethanidine",""
"Q56276945","","","","MIS416","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/MIS416",""
"Q85760789","","","","ferric derisomaltose","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Ferric_derisomaltose",""
"Q27077765","","","","triethylgallamine","[]","[]","[]","['Flaxedil®']","CHEMBL360055","94609","","","","","",""
"Q416584","Нітрендипін","дитирозин","nitrendipine","nitrendipine","[]","[]","['C18H20N2O6', '39562-70-4']","['BAY e 5009', '1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid ethyl methyl ester']","CHEMBL475534","7582","C08CA08","https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D1%82%D1%80%D0%B5%D0%BD%D0%B4%D0%B8%D0%BF%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Nitrendipine","","https://en.wikipedia.org/wiki/Nitrendipine",""
"Q408032","Етилендіамінтетраоцтова кислота","этилендиаминтетрауксусная кислота","EDTA","edetic acid","['Комплексон II', 'EDTA', 'ЕДТА']","['ЭДТУ', 'ЭДТА', 'EDTA', 'комплексон II']","['acide éthylène diamine tétra-acétique', 'acide éthylène diamine tétracétique', 'acide éthylène-diamine-tétra-acétique', 'acide 2,2\',2"",2""\'-(éthane-1,2-diyldinitrilo)tétraacétique', 'acide édétique', 'acide éthylènediaminetétraacétique', 'acide 2-(2-(bis(carboxyméthyl)amino)éthyl-(carboxyméthyl)amino)acétique', 'éthylène diamine tétracétique']","['EDTA', '{[-(bis-carboxymethyl-amino)-ethyl]-carboxymethyl-amino}-acetic acid', 'H4Edta', 'versene Acid', 'edetic acid', ""N,N'-1,2-ethane diylbis-(N-(carboxymethyl)glycine)"", 'ethylenediaminetetraacetic acid']","CHEMBL858","42191","","https://uk.wikipedia.org/wiki/%D0%95%D1%82%D0%B8%D0%BB%D0%B5%D0%BD%D0%B4%D1%96%D0%B0%D0%BC%D1%96%D0%BD%D1%82%D0%B5%D1%82%D1%80%D0%B0%D0%BE%D1%86%D1%82%D0%BE%D0%B2%D0%B0_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0","https://fr.wikipedia.org/wiki/EDTA","https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%B8%D0%BB%D0%B5%D0%BD%D0%B4%D0%B8%D0%B0%D0%BC%D0%B8%D0%BD%D1%82%D0%B5%D1%82%D1%80%D0%B0%D1%83%D0%BA%D1%81%D1%83%D1%81%D0%BD%D0%B0%D1%8F_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0","https://en.wikipedia.org/wiki/Ethylenediaminetetraacetic_acid",""
"Q373243","","","Bénorilate","benorilate","[]","[]","[]","[]","CHEMBL162036","135340","N02BA10","","https://fr.wikipedia.org/wiki/B%C3%A9norilate","","https://en.wikipedia.org/wiki/Benorilate",""
"Q111212072","","","Uvae ursi folium","","[]","[]","[]","[]","","","","","https://fr.wikipedia.org/wiki/Uvae_ursi_folium","","",""
"Q418980","","Грамицидин","gramicidine","gramicidin D","[]","[]","['Gramicidin', 'Gramicidine D', 'Gramicidine A', 'Gramicidin B', 'Gramicidine B', 'Gramicidine C', 'Gramicidin A', 'Gramicidin D', 'Gramicidin C', 'C99H140N20O17']","['Gramicidin', 'Gramicidine', 'Gramicidin A', 'Gramicidin B', 'Gramicidin C', 'Bacillus brevis gramicidin D']","CHEMBL557217","","R02AB30","","https://fr.wikipedia.org/wiki/Gramicidine","https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%BC%D0%B8%D1%86%D0%B8%D0%B4%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Gramicidin",""
"Q106641971","","","","dexmecamylamine","[]","[]","[]","['(+)-mecamylamine']","","","","","","","",""
"Q410412","карбамазепін","карбамазепин","carbamazépine","carbamazepin","[]","['Тегретол', 'Зептол', 'Финлепсин', 'Карбалепсин']","['C15H12N2O', 'Tégrétol', 'Carbamazepine', '85756-57-6']","['TEG111', 'calepsin', 'Tegretol®', '5-carbamoyl-5H-dibenz[b,f]azepine', 'Carbamazepen', '5H-Dibenz(b,f)azepine-5-carboxamide', '5-Carbamyl-5H-dibenzo(b,f)azepine', '5-Carbamoyl-5H-dibenzo(b,f)azepine', '5-Carbamoyl-5H-dibenz(b,f)azepine', 'CBZ', '5-Carbamoyl-5H-dibenz[b,F]azepine', 'Carbamazepinum', 'Carbamazepine', 'Carbamazepina', '5H-Dibenz(b,F)azepine-5-carboxamide', '5-Carbamyl-5H-dibenzo(b,F)azepine', 'Carbamazepin', '5-Carbamoyl-5H-dibenzo(b,F)azepine', 'Carbamazépine', 'carbamazepine']","CHEMBL108","3387","N03AF01","https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B1%D0%B0%D0%BC%D0%B0%D0%B7%D0%B5%D0%BF%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Carbamaz%C3%A9pine","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B1%D0%B0%D0%BC%D0%B0%D0%B7%D0%B5%D0%BF%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Carbamazepine","carBAMazepine"
"Q20801764","","","","OspA lipoprotein","[]","[]","[]","['Outer surface protein A precursor', 'Lyme disease vaccine (recombinant OspA)']","","","","","","","",""
"Q251698","","","amifostine","amifostine","[]","[]","[]","['Ethyol', 'Gammaphos', 'Apaetp', 'Ethiofos', 'WR-1065', 'Aminopropylaminoethyl Thiophosphate', 'SAPEP', 'Amifostina', 'Amifostine Ethiofos', 'Amifostinum', 'WR-2721', 'Amifostine', 'amifostine anhydrous', 'Aminopropylaminoethyl thiophosphate', 'Amifostine anhydrous']","CHEMBL1006","2636","V03AF05","","https://fr.wikipedia.org/wiki/Amifostine","","https://en.wikipedia.org/wiki/Amifostine",""
"Q85761419","","","","Fluticasone furoate/umeclidinium bromide/vilanterol","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Fluticasone_furoate/umeclidinium_bromide/vilanterol",""
"Q422435","","bromezepam","bromazépam","bromazepam","[]","[]","['Bromazepam', '1812-30-2', 'C14H10BrN3O', 'Anxyrex']","['Ro-53350', 'Lectopam', 'Bromazepamum', 'Bromazepam']","CHEMBL277062","31302","N05BA08","","https://fr.wikipedia.org/wiki/Bromaz%C3%A9pam","https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%BC%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC","https://en.wikipedia.org/wiki/Bromazepam",""
"Q104213772","","","","pasotuxizumab","[]","[]","[]","[]","","","","","","","",""
"Q202476","Паратгормон","Паратиреоидный гормон","parathormone","parathyroid hormone","[]","['Паратгормон', 'Паратирин', 'ПТГ']","['Hormones parathyroïdiennes', 'PTH', 'Hormone parathyroïdienne']","['parathyroid hormone 1', 'parathormone', 'parathyrin', 'PTH', 'preproparathyroid hormone', 'prepro-PTH', 'Parathyroid hormone']","","","","https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D1%82%D0%B3%D0%BE%D1%80%D0%BC%D0%BE%D0%BD","https://fr.wikipedia.org/wiki/Parathormone","https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D0%B0%D1%82%D0%B8%D1%80%D0%B5%D0%BE%D0%B8%D0%B4%D0%BD%D1%8B%D0%B9_%D0%B3%D0%BE%D1%80%D0%BC%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Parathyroid_hormone",""
"Q48771184","","","","Testoviron depot","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Testosterone_propionate/testosterone_enanthate",""
"Q27273787","","","","ibrexafungerp","[]","[]","[]","['MK-3118', 'SCY-078', 'mk-3118', 'Brexafemme']","","","","","","","https://en.wikipedia.org/wiki/Ibrexafungerp",""
"Q408801","Целекоксиб","Целекоксиб","célécoxib","celecoxib","[]","[]","['C17H14F3N3O2S', 'Celecoxib', 'Celebrex', 'Cerebrex', '169590-42-5']","['Celecox®', 'Onsenal®', 'Celocoxib', '4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide', 'Celebrex', 'Celecoxib', 'Celecoxibum', 'Célécoxib', 'P-(5-P-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide', '4-[5-(4-Methylphenyl)-3-trifluoromethyl)-1H-pyrazol-yl]benzenesulfonamide']","CHEMBL118","41423","M01AH01","https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BB%D0%B5%D0%BA%D0%BE%D0%BA%D1%81%D0%B8%D0%B1","https://fr.wikipedia.org/wiki/C%C3%A9l%C3%A9coxib","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BB%D0%B5%D0%BA%D0%BE%D0%BA%D1%81%D0%B8%D0%B1","https://en.wikipedia.org/wiki/Celecoxib","CeleBREX"
"Q7075165","","","","oblimersen sodium","[]","[]","[]","[]","CHEMBL2108324","","L01XX36","","","","https://en.wikipedia.org/wiki/Oblimersen",""
"Q106164514","","","","NONS","[]","[]","[]","['Nitric Oxide Nasal Spray', 'Nitric Oxide Releasing Solution']","","","","","","","",""
"Q408432","","","","protriptyline","[]","[]","[]","['MK-240', 'N-methyl-5H-dibenzo[a,d]cycloheptene-5-propylamine', '7-(3-methylaminopropyl)-1,2:5,6-dibenzocycloheptatriene', '5-(3-methylaminopropyl)-5H-dibenzo[a,d]cycloheptene', 'amimetilina', '3-(5H-dibenzo[a,d]cyclohepten-5-yl)-N-methyl-1-propanamine', 'N-methyl-5H-dibenzo[a,d]cycloheptene-5-propanamine']","CHEMBL668","8597","N06AA11","","","","https://en.wikipedia.org/wiki/Protriptyline",""
"Q4072449","","ауротиоглюкоза","aurothioglucose","aurothioglucose","[]","[]","[]","['auromyose', 'gold thioglucose']","CHEMBL1697725","2930","M01CB04","","https://fr.wikipedia.org/wiki/Aurothioglucose","https://ru.wikipedia.org/wiki/%D0%90%D1%83%D1%80%D0%BE%D1%82%D0%B8%D0%BE%D0%B3%D0%BB%D1%8E%D0%BA%D0%BE%D0%B7%D0%B0","https://en.wikipedia.org/wiki/Aurothioglucose",""
"Q424312","Толтеродин","","toltérodine","tolterodine","[]","[]","['toltérodine base']","['Detrol®', 'Detrusitol®', 'KABI-2234', '(+)-Tolterodine', '(+)-(R)-2-(alpha-(2-(Diisopropylamino)ethyl)benzyl)-p-cresol', 'Tolterodinum', 'Tolterodine', 'Tolterodina']","CHEMBL1382","9622","G04BD07","https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D1%82%D0%B5%D1%80%D0%BE%D0%B4%D0%B8%D0%BD","","","https://en.wikipedia.org/wiki/Tolterodine",""
"Q749664","","","deferiprone","deferiprone","[]","[]","[]","['APO-66', 'CP20', 'Ferriprox®', '3-Hydroxy-1,2-dimethyl-4(1H)-pyridone', '1,2-Dimethyl-3-hydroxypyrid-4-one', 'Deferiproni', 'PL-1', 'APO-066', 'Dimethylhydroxypyridone', 'Deferiprona', 'Deferypron', 'Deferipron', 'Deferipronum', 'Deferiprone', 'Défériprone']","CHEMBL70927","68554","V03AC02","","https://fr.wikipedia.org/wiki/D%C3%A9f%C3%A9riprone","","https://en.wikipedia.org/wiki/Deferiprone",""
"Q424037","рокситроміцин","Рокситромицин","roxithromycine","roxithromycin","[]","['Рокситем', 'Роксигексал', 'Ровенал', 'Роксептин', 'БД-Рокс', 'Рулид', 'Акритроцин', 'Роксимизан', 'Элрокс', 'Роксибел', 'Роксибид', 'Роксид', 'Брилид', 'Roxithromycin', 'Рулицин', 'Роксилор']","['80214-83-1', 'C41H76N2O15']","['RU-965', 'RU-28965', 'Rulide', '(9e)-Erythromycin 9-(O-((2-methoxyethoxy)methyl)oxime)', 'Roxithromycinum', 'Roxitromicina', 'Roxithromycine', 'Roxithromycin']","CHEMBL1214185","48935","J01FA06","https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BA%D1%81%D0%B8%D1%82%D1%80%D0%BE%D0%BC%D1%96%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Roxithromycine","https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BA%D1%81%D0%B8%D1%82%D1%80%D0%BE%D0%BC%D0%B8%D1%86%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Roxithromycin",""
