"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","rxnorm","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q1763990","","","quinupristine-dalfopristine","quinupristin/dalfopristin","[]","[]","[]","['dalfopristin/quinupristin']","","8733","J01FG02","135098","https://uk.wikipedia.org/wiki/%D0%9A%D0%B2%D1%96%D0%BD%D1%83%D0%BF%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%BD/%D0%B4%D0%B0%D0%BB%D1%8C%D1%84%D0%BE%D0%BF%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Quinupristine-dalfopristine","","https://en.wikipedia.org/wiki/Quinupristin/dalfopristin",""
"Q1786125","риб’ячий жир","рыбий жир","huile de poisson","fish oil","[]","[]","['8016-13-5']","['fish oils']","","","","","https://uk.wikipedia.org/wiki/%D0%A0%D0%B8%D0%B1%27%D1%8F%D1%87%D0%B8%D0%B9_%D0%B6%D0%B8%D1%80","https://fr.wikipedia.org/wiki/Huile_de_poisson","https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D0%B1%D0%B8%D0%B9_%D0%B6%D0%B8%D1%80","https://en.wikipedia.org/wiki/Fish_oil",""
"Q1820048","","","huile de haarlem","haarlem oil","[]","[]","[]","['haarlemmerolie', 'medicamentum gratia probatum']","","","","","","https://fr.wikipedia.org/wiki/Huile_de_Haarlem","","https://en.wikipedia.org/wiki/Haarlem_oil",""
"Q1826068","","","tilleul (fleur de)","linden flower","[]","[]","[]","['linden flower', 'tiliae flos']","","","","","","","","",""
"Q1851701","дальтепарин","далтепарин натрия","daltéparine","dalteparin","[]","[]","[]","['heparin fragment kabi 2165', 'tedelparin', 'fragmin']","CHEMBL1201460","","B01AB04","67109","https://uk.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%8C%D1%82%D0%B5%D0%BF%D0%B0%D1%80%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Dalt%C3%A9parine","https://ru.wikipedia.org/wiki/%D0%94%D0%B0%D0%BB%D1%82%D0%B5%D0%BF%D0%B0%D1%80%D0%B8%D0%BD_%D0%BD%D0%B0%D1%82%D1%80%D0%B8%D1%8F","https://en.wikipedia.org/wiki/Dalteparin_sodium",""
"Q1881347","","","mélange équimolaire oxygène-protoxyde d'azote","nitrous oxide and oxygen","[]","[]","['meopa', 'mélange équimolaire oxygène-protoxyde dazote', 'melange equimolaire oxygene-protoxyde dazote']","[]","","","","","","https://fr.wikipedia.org/wiki/M%C3%A9lange_%C3%A9quimolaire_oxyg%C3%A8ne-protoxyde_d%27azote","","https://en.wikipedia.org/wiki/Nitrous_oxide_(medication)",""
"Q1919465","","","","udder balm","[]","[]","[]","['bag balm']","","","","","","","","https://en.wikipedia.org/wiki/Bag_Balm",""
"Q1963315","","","protecteur gastrique","mucosal protective agent","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Protecteur_gastrique","","",""
"Q1988216","оксигенотерапія","оксигенотерапия","oxygénothérapie normobare","oxygen therapy","[]","['кислородная терапия']","['oxygenotherapie normobare', 'oxygénothérapie']","['administration of oxygen', 'administration of 100% oxygen', 'oxygen inhalation therapy', 'oxygen support']","","","","","https://uk.wikipedia.org/wiki/%D0%9E%D0%BA%D1%81%D0%B8%D0%B3%D0%B5%D0%BD%D0%BE%D1%82%D0%B5%D1%80%D0%B0%D0%BF%D1%96%D1%8F","https://fr.wikipedia.org/wiki/Oxyg%C3%A9noth%C3%A9rapie_normobare","https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%81%D0%B8%D0%B3%D0%B5%D0%BD%D0%BE%D1%82%D0%B5%D1%80%D0%B0%D0%BF%D0%B8%D1%8F","https://en.wikipedia.org/wiki/Oxygen_therapy",""
"Q1991522","","","pâte à l'eau","","[]","[]","[]","[]","","","","","","","","",""
"Q1992711","","","nin jiom pei pa koa","nin jiom pei pa koa","[]","[]","[]","['king-to nin jiom pei pa koa', 'pei pa koa', 'capital nin jiom loquat syrup', 'jingdu nianci anchuan pei pipa gao', 'king to nin jiom']","","","","","","","","https://en.wikipedia.org/wiki/Nin_Jiom_Pei_Pa_Koa",""
"Q2007590","","","entéroglucagon","enteroglucagon","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Ent%C3%A9roglucagon","","https://en.wikipedia.org/wiki/Enteroglucagon",""
"Q2034113","","актрапид","","actrapid","[]","[]","[]","[]","","","A10AB01","","","","https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D1%82%D1%80%D0%B0%D0%BF%D0%B8%D0%B4","",""
"Q2034436","","","diurétique osmotique","osmotic diuretic","[]","[]","['diurétique osmotique']","[]","","","B05BC","","","https://fr.wikipedia.org/wiki/Diur%C3%A9tique_osmotique","","https://en.wikipedia.org/wiki/Osmotic_diuretic",""
"Q2046403","","ушные капли","goutte otique","ear drop","[]","['капли для ушей']","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Goutte_otique","","https://en.wikipedia.org/wiki/Ear_drop",""
"Q2093727","","","sclérosant","sclerosing agent","[]","[]","[]","['sclerosing solutions']","","","C05BB","","","","","",""
"Q2106483","","","","trachitol","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Trachitol",""
"Q2168159","","","esprit de camphre","camphor spirit","[]","[]","[]","[]","","","","","","","","",""
"Q2172867","","топические стероиды","dermocorticoïde","topical steroid","[]","[]","['dermocorticoïdes']","[]","","","","","","https://fr.wikipedia.org/wiki/Dermocortico%C3%AFde","https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BF%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D1%82%D0%B5%D1%80%D0%BE%D0%B8%D0%B4%D1%8B","https://en.wikipedia.org/wiki/Topical_steroid",""
"Q2195458","","гвоздичное масло","huile de giroflier","clove oil","[]","[]","[]","['clove oil']","","","","","","","https://ru.wikipedia.org/wiki/%D0%93%D0%B2%D0%BE%D0%B7%D0%B4%D0%B8%D1%87%D0%BD%D0%BE%D0%B5_%D0%BC%D0%B0%D1%81%D0%BB%D0%BE","https://en.wikipedia.org/wiki/Oil_of_clove",""
"Q2214593","","","","vasolastine","[]","[]","[]","[]","","","","","","","","",""
"Q2269951","","","","fermagate","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Fermagate",""
"Q2289781","оцилококцінум","оциллококцинум","oscillococcinum","oscillococcinum","[]","['осциллококцинум']","['oscillocoque', 'oscillo']","['oscillo']","","","","","https://uk.wikipedia.org/wiki/%D0%9E%D1%86%D0%B8%D0%BB%D0%BE%D0%BA%D0%BE%D0%BA%D1%86%D1%96%D0%BD%D1%83%D0%BC","https://fr.wikipedia.org/wiki/Oscillococcinum","https://ru.wikipedia.org/wiki/%D0%9E%D1%86%D0%B8%D0%BB%D0%BB%D0%BE%D0%BA%D0%BE%D0%BA%D1%86%D0%B8%D0%BD%D1%83%D0%BC","https://en.wikipedia.org/wiki/Oscillococcinum",""
"Q2309849","антиангінальні засоби","","antiangoreux","antianginal","[]","[]","[]","[]","","","","1447082","","https://fr.wikipedia.org/wiki/Antiangoreux","","https://en.wikipedia.org/wiki/Antianginal",""
"Q2314345","рідкий бинт","","pansement liquide","liquid bandage","[]","[]","[]","[]","","","D02AD","","","","","https://en.wikipedia.org/wiki/Liquid_bandage",""
"Q2336593","","","","purol","[]","[]","[]","[]","","","","","","","","",""
"Q2353314","","arsenicum album","arsenicum album","arsenicum album","[]","[]","[]","['arsenic. alb.']","","","","","","","","https://en.wikipedia.org/wiki/Arsenicum_album",""
"Q2354337","фосфатидилсерин","фосфатидилсерин","phosphatidylsérine","phosphatidyl serine","[]","['фосфатидилсерины']","['phosphatidylserine']","['distearoylphosphatidylserine', 'ps', 'ptd-l-ser', 'phosphatidyl-l-serine', 'phosphatidylserine', 'phosphatidylserine', 'phosphatidyl-l-serine', 'phosphatidyl serine', 'phosphatidylserines']","","18303","","","https://uk.wikipedia.org/wiki/%D0%A4%D0%BE%D1%81%D1%84%D0%B0%D1%82%D0%B8%D0%B4%D0%B8%D0%BB%D1%81%D0%B5%D1%80%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Phosphatidyls%C3%A9rine","https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%81%D1%84%D0%B0%D1%82%D0%B8%D0%B4%D0%B8%D0%BB%D1%81%D0%B5%D1%80%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Phosphatidylserine",""
"Q2410751","","","","boric acid ointment","[]","[]","[]","[]","","","","","","","","",""
"Q2419399","тераностика","тераностика","théranostique","theranostics","[]","[]","[]","[]","","","","","https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B0%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0","","https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B0%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0","https://en.wikipedia.org/wiki/Theranostics",""
"Q2451397","","ксенон-133","xénon 133","xenon-133","[]","[]","['xe-133', '133xe']","['xe-133', '133xe', 'xenon xe-133', 'xenon (133xe) gas', 'xenon xe-133', 'xenon (133 xe)', 'xenon xe 133', 'xenon, xe-133', 'xenon-133']","CHEMBL1200685","135959","V09EX03","259282","","https://fr.wikipedia.org/wiki/X%C3%A9non_133","","",""
"Q2513481","","","","veratrine","[]","[]","[]","['veratrine']","","","","","","","","",""
"Q2514011","","","","calcichew","[]","[]","[]","[]","","","","","","","","",""
"Q2537288","","","","propyphenazone/paracetamol/caffeine","[]","[]","[]","['saridon', 'propyphenazone/acetaminophen/caffeine']","","","","","","","","https://en.wikipedia.org/wiki/Propyphenazone/paracetamol/caffeine",""
"Q2560904","","","","metoclopramide and aspirin","[]","[]","[]","['acetylsalicylic acid and metoclopramide']","","","","","","","","",""
"Q2575454","","","eusol","eusol","[]","[]","[]","['edinburgh university solution of lime']","","","","","","","","",""
"Q2596949","","тамарёкутя","tamaryokucha","tamaryokucha","[]","[]","[]","['guricha']","","","","","","https://fr.wikipedia.org/wiki/Tamaryokucha","https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B0%D1%80%D1%91%D0%BA%D1%83%D1%82%D1%8F","https://en.wikipedia.org/wiki/Tamaryokucha",""
"Q2598236","","аратя","aracha","aracha","[]","[]","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B0%D1%82%D1%8F","https://en.wikipedia.org/wiki/Aracha",""
"Q2641370","","","alka-seltzer","alka-seltzer","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Alka-Seltzer","","https://en.wikipedia.org/wiki/Alka-Seltzer",""
"Q2679196","","","enurace","enurace","[]","[]","[]","[]","","","","","","","","",""
"Q2705066","","","dronabinol","dronabinol","[]","[]","['marinol']","[]","","","","","","https://fr.wikipedia.org/wiki/Dronabinol","","https://en.wikipedia.org/wiki/Dronabinol",""
"Q2721987","","","vaccin contre la varicelle","varicella vaccine","[]","[]","[]","['chickenpox vaccine']","","","","","","https://fr.wikipedia.org/wiki/Vaccin_contre_la_varicelle","","https://en.wikipedia.org/wiki/Varicella_vaccine",""
"Q2736787","","автоинъектор эпинефрина","adrénaline auto-injectable","epinephrine autoinjector","[]","[]","['auto-injecteur dépinéphrine', 'anapen', 'epi-pen', 'epipen', 'twinject']","['epipen', 'epipen', 'epipens are usually used for allergies and anaphylactic shock. i dont know what to write, too stupid.']","","","","727341","","https://fr.wikipedia.org/wiki/Adr%C3%A9naline_auto-injectable","https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%82%D0%BE%D0%B8%D0%BD%D1%8A%D0%B5%D0%BA%D1%82%D0%BE%D1%80_%D1%8D%D0%BF%D0%B8%D0%BD%D0%B5%D1%84%D1%80%D0%B8%D0%BD%D0%B0","https://en.wikipedia.org/wiki/Epinephrine_autoinjector",""
"Q2776365","","","","cetomacrogol ointment","[]","[]","[]","[]","","","","","","","","",""
"Q2853298","","","antimycobactérien","antimycobacterial","[]","[]","[]","['antimycobacterial agent', 'antimycobacterial drug']","","64912","J04","","","https://fr.wikipedia.org/wiki/Antimycobact%C3%A9rien","","https://en.wikipedia.org/wiki/Antimycobacterial",""
"Q2869808","","","atripla","emtricitabine/tenofovir/efavirenz","[]","[]","[]","['efavirenz / emtricitabine / tenofovir disoproxil fumarate', 'efavirenz / emtricitabine / tenofovir disoproxil', 'atripla']","","","","1007761","","https://fr.wikipedia.org/wiki/Efavirenz/emtricitabine/t%C3%A9nofovir","","https://en.wikipedia.org/wiki/Efavirenz/emtricitabine/tenofovir",""
"Q2874860","","","laxatif mucilagineux","bulk-forming laxative","[]","[]","['laxatif  de masse', 'laxatif de lest']","[]","","","A06AC","","","","","",""
"Q2893248","","","umuline","regular insulin","[]","[]","[]","['neutral insulin', 'soluble insulin']","","","A10AB01","","","https://fr.wikipedia.org/wiki/Insuline_r%C3%A9guli%C3%A8re","","https://en.wikipedia.org/wiki/Regular_insulin",""
"Q2903596","","","billy boy (préservatif)","billy boy","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Billy_Boy_(pr%C3%A9servatif)","","",""
"Q2914445","","","","continuous erythropoietin receptor activator","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Continuous_erythropoietin_receptor_activator",""
"Q2920739","лактатний розчин рінгера","","","ringer's lactate solution","['розчин рінгера лактатний']","[]","[]","['lactated ringers solution']","","","B05BB01","","","","","https://en.wikipedia.org/wiki/Ringer%27s_lactate_solution",""
"Q2957662","","активированный древесный уголь","charbon végétal activé","activated charcoal","[]","[]","['charbon de belloc']","['activated charcoal', 'activated carbon', 'carbon, activated', 'charcoal, activated', 'medicinal carbon']","","","","272","","https://fr.wikipedia.org/wiki/Charbon_de_Belloc","","https://en.wikipedia.org/wiki/Activated_charcoal_(medication)",""
"Q2974480","","","citrate de caféine","caffeine citrate","[]","[]","[]","[]","CHEMBL1200569","","","20033","","https://fr.wikipedia.org/wiki/Citrate_de_caf%C3%A9ine","","https://en.wikipedia.org/wiki/Caffeine_citrate",""
"Q2981100","","","coartem","artemether/lumefantrine","[]","[]","[]","['coartem', 'artemether, lumefantrine drug combination']","","","P01BF01","","https://uk.wikipedia.org/wiki/%D0%90%D1%80%D1%82%D0%B5%D0%BC%D0%B5%D1%82%D0%B5%D1%80/%D0%BB%D1%8E%D0%BC%D0%B5%D1%84%D0%B0%D0%BD%D1%82%D1%80%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Art%C3%A9m%C3%A9ther-lum%C3%A9fantrine","","https://en.wikipedia.org/wiki/Artemether/lumefantrine",""
"Q2983740","","би ло чунь","biluochun","biluochun","[]","[]","['spirale vert jade du printemps']","['green snail spring', 'dongting biluochun']","","","","","","https://fr.wikipedia.org/wiki/Biluochun","https://ru.wikipedia.org/wiki/%D0%91%D0%B8_%D0%BB%D0%BE_%D1%87%D1%83%D0%BD%D1%8C","https://en.wikipedia.org/wiki/Biluochun",""
"Q2995702","контрацептивні засоби","","contraceptif chimique","contraceptive agents","[]","[]","['contraceptif chimique']","['contraceptive agent', 'contraceptive', 'contraceptives']","","","G03A","","","https://fr.wikipedia.org/wiki/Contraceptif_chimique","","",""
"Q3056521","насіння гарбуза","семя тыквы","graine de courge","pumpkin seed","[]","[]","[]","['pepita']","","","","","https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D1%96%D0%BD%D0%BD%D1%8F_%D0%B3%D0%B0%D1%80%D0%B1%D1%83%D0%B7%D0%B0","https://fr.wikipedia.org/wiki/Graine_de_courge","https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D1%8F_%D1%82%D1%8B%D0%BA%D0%B2%D1%8B","https://en.wikipedia.org/wiki/Pumpkin_seed",""
"Q3064190","","","solution de burow","burow's solution","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Solution_de_Burow","","https://en.wikipedia.org/wiki/Burow%27s_solution",""
"Q3064751","","","vesparax","secobarbital/brallobarbital/hydroxyzine","[]","[]","[]","['vesparax']","","","","","","https://fr.wikipedia.org/wiki/Vesparax","","https://en.wikipedia.org/wiki/Secobarbital/brallobarbital/hydroxyzine",""
"Q3093648","","ююба","jujube","jujube","[]","['китайский финик', 'унаби', 'зизифус']","[]","['chinese date', 'zizyphi fructus', 'jujube fruit']","","","","","","https://fr.wikipedia.org/wiki/Jujube_(fruit)","","",""
"Q3115198","wolfiporia extensa","wolfiporia extensa","pachyme","wolfiporia extensa","[]","[]","['wolfiporia extensa', 'fu ling']","['hoelen', 'poria', 'tuckahoe', 'china root', 'fu ling', 'matsuhodo', 'poria', 'poria sclerotium', 'tuckahoe mushroom']","","","","","","https://fr.wikipedia.org/wiki/Pachyme","","https://en.wikipedia.org/wiki/Wolfiporia_extensa",""
"Q3123711","","","vicks vaporub","vicks vaporub","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Vicks_VapoRub","","https://en.wikipedia.org/wiki/Vicks_VapoRub",""
"Q3130053","інозин пранобекс","инозин пранобекс","inosine pranobex","inosine pranobex","[]","[]","['c52h78n10o17']","[]","","","J05AX05","6048","https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D0%BE%D0%B7%D0%B8%D0%BD_%D0%BF%D1%80%D0%B0%D0%BD%D0%BE%D0%B1%D0%B5%D0%BA%D1%81","https://fr.wikipedia.org/wiki/Inosine_pranobex","https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%BE%D0%B7%D0%B8%D0%BD_%D0%BF%D1%80%D0%B0%D0%BD%D0%BE%D0%B1%D0%B5%D0%BA%D1%81","https://en.wikipedia.org/wiki/Inosine_pranobex",""
"Q3133417","","","herbe des jésuites","jesuit's bark","[]","[]","[]","['cinchona bark', 'cinchona bark']","","","","","","https://fr.wikipedia.org/wiki/Herbe_des_j%C3%A9suites","","https://en.wikipedia.org/wiki/Jesuit%27s_bark",""
"Q3140118","","","hongsam","red ginseng","[]","[]","[]","['hongsam', 'korean red ginseng', 'krg']","","","","","","https://fr.wikipedia.org/wiki/Hongsam","","",""
"Q3149137","","","immunoglobuline anti-d","rho(d) immune globulin","[]","[]","['rhophylac', 'immunoglobuline anti-rho (d)', 'rhogam', 'immunoglobuline anti-d', 'immunoglobuline anti-d']","[]","","","","","","https://fr.wikipedia.org/wiki/Immunoglobuline_anti-D","","https://en.wikipedia.org/wiki/Rho(D)_immune_globulin",""
"Q3214940","хміль звичайний","хмель","houblon","hops","[]","[]","[]","['hop strobile', 'lupuli flos', 'hop cone']","","","","","","","","https://en.wikipedia.org/wiki/Hops",""
"Q3215910","","лактукарий","lactucarium","lactucarium","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/Lactucarium","https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D1%82%D1%83%D0%BA%D0%B0%D1%80%D0%B8%D0%B9","https://en.wikipedia.org/wiki/Lactucarium",""
"Q3215980","чебрець","тимьян","thym","thyme","['богородична трава, чабер, чабрик, чепчик']","[]","['thyme']","[]","","","","","https://uk.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BC%27%D1%8F%D0%BD_(%D0%BF%D1%80%D0%B8%D0%BF%D1%80%D0%B0%D0%B2%D0%B0)","","https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BC%D1%8C%D1%8F%D0%BD_(%D0%BF%D1%80%D0%B8%D0%BF%D1%80%D0%B0%D0%B2%D0%B0)","https://en.wikipedia.org/wiki/Thyme",""
"Q3221044","нітрогліцерин (лікарський засіб)","нитроглицерин","préparation parmaceutique à base de nitroglycérine","pharmaceutical preparation of nitroglycerin","[]","['нитро поль инфуз', 'перлинганит', 'сустак', 'сустак форте', 'нирмин', 'нитроспрей', 'сустонит', 'нитрокардин', 'нитро-ник', 'тринитролонг', 'нитроджект', 'нитронг', 'нитролингвал', 'нитрогранулонг', 'нитролингвал-аэрозоль', 'нитронг форте']","['trinitrine']","['nitroglycerin (medication)', 'medical nitroglycerin', 'pharmaceutical nitroglycerin', 'glyceryl trinitrate', 'gtn']","","","","","https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D1%82%D1%80%D0%BE%D0%B3%D0%BB%D1%96%D1%86%D0%B5%D1%80%D0%B8%D0%BD_(%D0%BC%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%B5_%D0%B7%D0%B0%D1%81%D1%82%D0%BE%D1%81%D1%83%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F)","","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D1%82%D1%80%D0%BE%D0%B3%D0%BB%D0%B8%D1%86%D0%B5%D1%80%D0%B8%D0%BD_(%D0%BB%D0%B5%D0%BA%D0%B0%D1%80%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%BE)","https://en.wikipedia.org/wiki/Nitroglycerin_(medication)",""
"Q3242281","","","liqueur de dakin","dakin's solution","[]","[]","['liqueur de dakin', 'liqueur de dakin', 'eau de dakin', 'eau de dakin']","['carrel-dakin fluid', 'carrel-dakin method']","","","","","","https://fr.wikipedia.org/wiki/Solution_de_Dakin","","https://en.wikipedia.org/wiki/Dakin%27s_solution",""
"Q3245302","tylenol","","","tylenol","['тайленол']","[]","[]","[]","","","","202433","","","","https://en.wikipedia.org/wiki/Tylenol_(brand)",""
"Q3251025","ялівець (пряність)","можжевельник","baies de genièvre","juniper berry","[]","[]","[]","['juniperi pseudo-fructus']","","","","","https://uk.wikipedia.org/wiki/%D0%AF%D0%BB%D1%96%D0%B2%D0%B5%D1%86%D1%8C_(%D0%BF%D1%80%D1%8F%D0%BD%D1%96%D1%81%D1%82%D1%8C)","https://fr.wikipedia.org/wiki/Baie_de_geni%C3%A8vre","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B6%D0%B6%D0%B5%D0%B2%D1%91%D0%BB%D0%BE%D0%B2%D0%B0%D1%8F_%D1%8F%D0%B3%D0%BE%D0%B4%D0%B0","https://en.wikipedia.org/wiki/Juniper_berry",""
"Q3273062","","","mm1","mm1","[]","[]","[]","[]","","","","","","https://fr.wikipedia.org/wiki/MM1","","",""
"Q3281753","entada phaseoloides","entada phaseoloides","entada phaseoloides","entada phaseoloides","[]","[]","[]","['matchbox bean']","","","","","","","","https://en.wikipedia.org/wiki/Entada_phaseoloides",""
"Q3286619","","","bloqueur neuromusculaire","neuromuscular-blocking drug","[]","[]","[]","['neuromuscular-blocking agent']","","","","","","","","https://en.wikipedia.org/wiki/Neuromuscular-blocking_drug",""
"Q3315673","","гормональные имплантаты","","levonorgestrel-releasing implant","[]","[]","[]","['jadelle', 'norplant', 'implanon', 'sino-implant (ii)']","","","","","","","https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BC%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%B8%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%82%D1%8B","https://en.wikipedia.org/wiki/Levonorgestrel-releasing_implant",""
"Q3344800","","оральные контрацептивы","contraception orale","oral contraceptive","[]","['контрацептивные таблетки']","[]","['oral contraceptive formulations', 'oral contraceptive formulation', 'birth control pill', 'oral contraceptive pill', 'contraceptives, oral', 'oral contraceptives']","","49325","","","","https://fr.wikipedia.org/wiki/Contraception_orale","","https://en.wikipedia.org/wiki/Oral_contraceptive_pill",""
"Q3375044","","пепто-бисмол","pepto-bismol","pepto-bismol","[]","[]","['pepto bismol']","[]","","","","","","https://fr.wikipedia.org/wiki/Pepto-Bismol","","https://en.wikipedia.org/wiki/Pepto-Bismol",""
"Q3375171","","","percodan","oxycodone/aspirin","[]","[]","[]","['percodan']","","","N02AJ18","","","https://fr.wikipedia.org/wiki/Oxycodone-aspirine","","https://en.wikipedia.org/wiki/Oxycodone/aspirin",""
"Q3378713","","","phentermine / topiramate","phentermine/topiramate","[]","[]","[]","['qsymia', 'phentermine / topiramate']","","","","1302826","","https://fr.wikipedia.org/wiki/Phentermine_/_topiramate","","https://en.wikipedia.org/wiki/Phentermine/topiramate",""
"Q3424651","","","remplissage vasculaire","volume expander","[]","[]","[]","['blood volume expansion solution', 'plasma substitute', 'plasma expander', 'plasma volume expander']","","","","","","https://fr.wikipedia.org/wiki/Remplissage_vasculaire","","https://en.wikipedia.org/wiki/Volume_expander",""
"Q3484769","","французские лекарственные растения","simples médecines","french medicinal plants","[]","[]","[]","['french herbs']","","","","","","https://fr.wikipedia.org/wiki/Simples_m%C3%A9decines","","",""
"Q3489648","","","solution de glucose","intravenous sugar solution","[]","[]","[]","[]","","","B05BA03","","","https://fr.wikipedia.org/wiki/Solution_de_glucose","","https://en.wikipedia.org/wiki/Intravenous_sugar_solution",""
"Q3494359","","","spécialité pharmaceutique","pharmaceutical specialty","[]","[]","['spécialité médicamenteuse']","[]","","","","","","https://fr.wikipedia.org/wiki/Sp%C3%A9cialit%C3%A9_pharmaceutique","","",""
"Q3542091","","","tunicamycine","tunicamycin","[]","[]","['11089-65-9', 'c30h46n4o16']","[]","","29699","","","","https://fr.wikipedia.org/wiki/Tunicamycine","","https://en.wikipedia.org/wiki/Tunicamycin",""
"Q3553093","вакцина проти гепатиту а","вакцина против гепатита a","vaccin contre l'hépatite a","hepatitis a vaccine","[]","[]","['vaccin hépatite a', 'avaxim']","['hepatitis a vaccines']","","","J07BC02","","https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8_%D0%B3%D0%B5%D0%BF%D0%B0%D1%82%D0%B8%D1%82%D1%83_%D0%90","https://fr.wikipedia.org/wiki/Vaccin_contre_l%27h%C3%A9patite_A","https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2_%D0%B3%D0%B5%D0%BF%D0%B0%D1%82%D0%B8%D1%82%D0%B0_A","https://en.wikipedia.org/wiki/Hepatitis_A_vaccine",""
"Q3553500","","","valda","","[]","[]","['pastilles valda', 'pastille valda', 'valda (medicament)']","[]","","","","","","https://fr.wikipedia.org/wiki/Valda_(pastille)","","",""
"Q3579672","протипаркінсонічні препарати","противопаркинсоническое средство","antiparkinsonien","antiparkinson","[]","['антипаркинсоническое средство', 'противопаркинсонические средства']","[]","['antiparkinson agent', 'antiparkinsonians', 'antiparkinsonian agents', 'antiparkinson drugs', 'management of parkinsons disease', 'pharmacological treatment of parkinsons disease']","","","N04","","https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%B8%D0%BF%D0%B0%D1%80%D0%BA%D1%96%D0%BD%D1%81%D0%BE%D0%BD%D1%96%D1%87%D0%BD%D1%96_%D0%BF%D1%80%D0%B5%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D0%B8","","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%BF%D0%B0%D1%80%D0%BA%D0%B8%D0%BD%D1%81%D0%BE%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0","https://en.wikipedia.org/wiki/Pharmacological_treatment_of_Parkinson%27s_disease",""
