"url","title","page_name_decoded"
"http://utis.in.ua/rubella/","Вагітність та краснуха","rubella"
"http://utis.in.ua/inflammatory-bowel-disease/","Вагітність та Крона хвороба","inflammatory-bowel-disease"
"http://utis.in.ua/escitalopram/","Лексапро","escitalopram"
"http://utis.in.ua/fosamprenavir/","Лексива","fosamprenavir"
"http://utis.in.ua/bromazepam/","Лексоміл","bromazepam"
"http://utis.in.ua/bromazepam/","Лексотан","bromazepam"
"http://utis.in.ua/levorphanol/","Леморан","levorphanol"
"http://utis.in.ua/alemtuzumab/","Лемтрада","alemtuzumab"
"http://utis.in.ua/ceftriaxone/","Лендацин","ceftriaxone"
"http://utis.in.ua/filgrastim/","Ленограстим","filgrastim"
"http://utis.in.ua/levofloxacin/","Леобег","levofloxacin"
"http://utis.in.ua/lepirudin/","Лепірудин","lepirudin"
"http://utis.in.ua/clozapine/","Лепонекс","clozapine"
"http://utis.in.ua/clozapine/","Лепотекс","clozapine"
"http://utis.in.ua/fluvastatin/","Лескол","fluvastatin"
"http://utis.in.ua/letrozole/","Летрозол","letrozole"
"http://utis.in.ua/levofloxacin/","Лефлобакт","levofloxacin"
"http://utis.in.ua/levofloxacin/","Лефлобакт форте","levofloxacin"
"http://utis.in.ua/levofloxacin/","Лефлок","levofloxacin"
"http://utis.in.ua/leflunomide/","Лефлуномід","leflunomide"
"http://utis.in.ua/leflunomide/","Лефно","leflunomide"
"http://utis.in.ua/levofloxacin/","Лефокцин","levofloxacin"
"http://utis.in.ua/levofloxacin/","Люфи","levofloxacin"
"http://utis.in.ua/levofloxacin/","Лефсан","levofloxacin"
"http://utis.in.ua/potassium-citrate/","Лимонна кислота","potassium-citrate"
"http://utis.in.ua/potassium-citrate/","Лимоннокислий калій","potassium-citrate"
"http://utis.in.ua/raspberries-leaves/","Листя малини","raspberries-leaves"
"http://utis.in.ua/brandy-mint/","Листя м’яти","brandy-mint"
"http://utis.in.ua/brandy-mint/","Листя м’яти перцевої","brandy-mint"
"http://utis.in.ua/brandy-mint/","Листя перцевої м’яти","brandy-mint"
"http://utis.in.ua/senna/","Листя сени","senna"
"http://utis.in.ua/hyperthermia/","Лихоманка","hyperthermia"
"http://utis.in.ua/malaria/","Лихоманка болотна та вагітність","malaria"
"http://utis.in.ua/leishmaniasis-and-pregnancy/","Лихоманка дум-дум","leishmaniasis-and-pregnancy"
"http://utis.in.ua/yellow-fever-vaccine/","Лихоманка жовта – вакцина","yellow-fever-vaccine"
"http://utis.in.ua/psoriasis/","Лишай лускатий та вагітність","psoriasis"
"http://utis.in.ua/pitavastatin/","Лівазо","pitavastatin"
"http://utis.in.ua/lactulose/","Ліволюк","lactulose"
"http://utis.in.ua/carbonic-acid-gas/","Лід сухий","carbonic-acid-gas"
"http://utis.in.ua/fluocinonide-2/","Лідекс","fluocinonide-2"
"http://utis.in.ua/lidocaine/","Лідокаїн","lidocaine"
"http://utis.in.ua/acyclovir/","Лізавір","acyclovir"
"http://utis.in.ua/lactulose/","Лізалак","lactulose"
"http://utis.in.ua/lsd/","Лізергід","lsd"
"http://utis.in.ua/lisinopril/","Лізиноприл","lisinopril"
"http://utis.in.ua/cresol/","Лізол","cresol"
"http://utis.in.ua/valerian-extract/","Лікарська валер’яна","valerian-extract"
"http://utis.in.ua/chamomile/","Лікарська ромашка","chamomile"
"http://utis.in.ua/limonene/","Лімонен","limonene"
"http://utis.in.ua/belimumab/","Лімфостат-В","belimumab"
"http://utis.in.ua/malaria/","Вагітність та лихоманка болотна","malaria"
"http://utis.in.ua/psoriasis/","Вагітність та лишай лускатий","psoriasis"
"http://utis.in.ua/leishmaniasis-and-pregnancy/","Вагітність та лейшманіоз","leishmaniasis-and-pregnancy"
"http://utis.in.ua/urinary-tract-infections-and-pregnancy/","Вагітність та лікування сечовивідних шляхів","urinary-tract-infections-and-pregnancy"
"http://utis.in.ua/listeriosis-and-pregnancy/","Вагітність та лістеріоз","listeriosis-and-pregnancy"
"http://utis.in.ua/psoriasis/","Вагітність та лускатий лишай","psoriasis"
"http://utis.in.ua/systemic-lupus-erythematosus/","Вагітність та люпус","systemic-lupus-erythematosus"
"http://utis.in.ua/malaria/","Вагітність та малярійна інфекція","malaria"
"http://utis.in.ua/malaria/","Вагітність та малярія","malaria"
"http://utis.in.ua/mobile-phones/","Вагітність та мікрохвильове випромінення","mobile-phones"
"http://utis.in.ua/mobile-phones/","Вагітність та мобільні телефони","mobile-phones"
"http://utis.in.ua/computers-monitors/","Вагітність та комп’ютери/монітори","computers-monitors"
"http://utis.in.ua/computers-monitors/","Вагітність та монітори/комп’ютери","computers-monitors"
"http://utis.in.ua/epstein-barr-virus/","Вагітність та мононуклеоз","epstein-barr-virus"
"http://utis.in.ua/malignant-hyperthermia/","Вагітність та наркозу гіпертермія","malignant-hyperthermia"
"http://utis.in.ua/smoking-and-pregnancy/","Вагітність та паління","smoking-and-pregnancy"
"http://utis.in.ua/malaria/","Вагітність та палюдизм","malaria"
"http://utis.in.ua/parvovirus-pregnancy/","Вагітність та парвовірусна інфекція B19","parvovirus-pregnancy"
"http://utis.in.ua/pediculosis-scabies-and-pregnancy/","Вагітність та педикульоз і короста","pediculosis-scabies-and-pregnancy"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Вагітність та підвищений рівень холестерину","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Вагітність та підвищений рівень холестеролу","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/air-travels-and-pregnancy/","Вагітність та повітряні подорожі","air-travels-and-pregnancy"
"http://utis.in.ua/air-travels-and-pregnancy/","Вагітність та подорожі повітряні","air-travels-and-pregnancy"
"http://utis.in.ua/herpetic/","Вагітність та простий герпес","herpetic"
"http://utis.in.ua/psoriasis/","Вагітність та псоріаз","psoriasis"
"http://utis.in.ua/parvovirus-pregnancy/","Вагітність та п’яте захворювання","parvovirus-pregnancy"
"http://utis.in.ua/x-ray-irradiation/","Вагітність та радіація","x-ray-irradiation"
"http://utis.in.ua/rheumatoid-arthritis/","Вагітність та ревматоїдний артрит","rheumatoid-arthritis"
"http://utis.in.ua/x-ray-irradiation/","Вагітність та рентген","x-ray-irradiation"
"http://utis.in.ua/x-ray-irradiation/","Вагітність та рентгенівське опромінення","x-ray-irradiation"
"http://utis.in.ua/assisted-reproductive-technologies/","Вагітність та репродуктивні допоміжні технології","assisted-reproductive-technologies"
"http://utis.in.ua/multiple-sclerosis/","Вагітність та розсіяний склероз","multiple-sclerosis"
"http://utis.in.ua/itchy-skin-and-pregnancy/","Вагітність та свербіння","itchy-skin-and-pregnancy"
"http://utis.in.ua/visible-light/","Вагітність та світло (видиме)","visible-light"
"http://utis.in.ua/ultraviolet-radiation/","Вагітність та світло ультрафіолетове","ultraviolet-radiation"
"http://utis.in.ua/maternal-hemoglobinopathies-and-pregnancy/","Вагітність та серповидноклітинна анемія","maternal-hemoglobinopathies-and-pregnancy"
"http://utis.in.ua/systemic-lupus-erythematosus/","Вагітність та системний червоний вовчак","systemic-lupus-erythematosus"
"http://utis.in.ua/syphilis-and-pregnancy/","Вагітність та сифіліс","syphilis-and-pregnancy"
"http://utis.in.ua/multiple-sclerosis/","Вагітність та склероз розсіяний","multiple-sclerosis"
"http://utis.in.ua/ultraviolet-radiation/","Вагітність та солярій","ultraviolet-radiation"
"http://utis.in.ua/statins-and-pregnancy/","Вагітність та статини","statins-and-pregnancy"
"http://utis.in.ua/staphylococcus/","Вагітність та стафілокок","staphylococcus"
"http://utis.in.ua/staphylococcus/","Вагітність та стафілокок золотистий","staphylococcus"
"http://utis.in.ua/stress/","Вагітність та стрес","stress"
"http://utis.in.ua/maternal-hemoglobinopathies-and-pregnancy/","Вагітність та таласемія","maternal-hemoglobinopathies-and-pregnancy"
"http://utis.in.ua/mobile-phones/","Вагітність та телефони (мобільні)","mobile-phones"
"http://utis.in.ua/urinary-tract-infections-and-pregnancy/","Лікування інфекцій сечовивідних шляхів при","urinary-tract-infections-and-pregnancy"
"http://utis.in.ua/urinary-tract-infections-and-pregnancy/"," вагітності","urinary-tract-infections-and-pregnancy"
"http://utis.in.ua/linagliptin/","Лінагліптин","linagliptin"
"http://utis.in.ua/lindane/","Ліндан","lindane"
"http://utis.in.ua/combined-oral-contraceptives/","Ліндинет 20","combined-oral-contraceptives"
"http://utis.in.ua/combined-oral-contraceptives/","Ліндинет 30","combined-oral-contraceptives"
"http://utis.in.ua/alendronate/","Ліндрон","alendronate"
"http://utis.in.ua/assisted-reproductive-technologies/","Вагітність та технології репродуктивні допоміжні","assisted-reproductive-technologies"
"http://utis.in.ua/toxoplasmosis/","Вагітність та токсоплазмоз","toxoplasmosis"
"http://utis.in.ua/transcranial-magnetic-stimulation-and-pregnancy/","Вагітність та транскраніальна магнітна стимуляція ","transcranial-magnetic-stimulation-and-pregnancy"
"http://utis.in.ua/tuberculosis-and-pregnancy/","Вагітність та туберкульоз","tuberculosis-and-pregnancy"
"http://utis.in.ua/ultrasonography/","Вагітність та ультразвук","ultrasonography"
"http://utis.in.ua/ultrasonography/","Вагітність та ультразвукове дослідження","ultrasonography"
"http://utis.in.ua/ultraviolet-radiation/","Вагітність та ультрафіолетове випромінювання","ultraviolet-radiation"
"http://utis.in.ua/ultraviolet-radiation/","Вагітність та ультрафіолетове світло","ultraviolet-radiation"
"http://utis.in.ua/covid-19-2019-ncov-sars-cov-2/","Вагітність та хвороба коронавірусна (Covid-19)","covid-19-2019-ncov-sars-cov-2"
"http://utis.in.ua/lyme-disease/","Вагітність та хвороба Лайма","lyme-disease"
"http://utis.in.ua/zika-virus/","Вагітність та хвороба, яку спричинює вірус Зіка","zika-virus"
"http://utis.in.ua/inflammatory-bowel-disease/","Вагітність та хвороба Крона","inflammatory-bowel-disease"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Вагітність та холестерин","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/increased-cholesterol-in-pregnancy/","Вагітність та холестерол","increased-cholesterol-in-pregnancy"
"http://utis.in.ua/cytomegalovirus/","Вагітність та цитомегаловірусна інфекція","cytomegalovirus"
"http://utis.in.ua/pancreatic-diabetes/","Вагітність та цукровий діабет","pancreatic-diabetes"
"http://utis.in.ua/systemic-lupus-erythematosus/","Вагітність та червоний системний вовчак","systemic-lupus-erythematosus"
"http://utis.in.ua/itchy-skin-and-pregnancy/","Вагітність та шкірний свербіж","itchy-skin-and-pregnancy"
"http://utis.in.ua/itchy-skin-and-pregnancy/","Вагітність та шкірні зміни","itchy-skin-and-pregnancy"
"http://utis.in.ua/intrauterine-insemination/","Вагітність та штучна інсемінація","intrauterine-insemination"
"http://utis.in.ua/gadofosveset/","Вазовіст","gadofosveset"
"http://utis.in.ua/vasopressin/","Вазопресин","vasopressin"
"http://utis.in.ua/enalapril/","Вазотек","enalapril"
"http://utis.in.ua/azacytidine/","Вайдаза","azacytidine"
"http://utis.in.ua/hepatitisa/","Вакта","hepatitisa"
"http://utis.in.ua/hydrophobia-vaccine/","Вакцина антирабічна","hydrophobia-vaccine"
"http://utis.in.ua/vaccine-bcg/","Вакцина БЦЖ","vaccine-bcg"
"http://utis.in.ua/vaccine-haemophilus-influenzae-type-b/","Вакцина HIB","vaccine-haemophilus-influenzae-type-b"
"http://utis.in.ua/meningococcal/","Вакцина полісахаридна менінгококова А, С, Y","meningococcal"
"http://utis.in.ua/smallpox-vaccine/","Вакцина проти віспи","smallpox-vaccine"
"http://utis.in.ua/chickenpox-vaccine/","Вакцина проти вітряної віспи","chickenpox-vaccine"
"http://utis.in.ua/vaccine-haemophilus-influenzae-type-b/","Вакцина проти гемофільної інфекції B","vaccine-haemophilus-influenzae-type-b"
"http://utis.in.ua/hepatitisa/","Вакцина проти гепатиту A","hepatitisa"
"http://utis.in.ua/hepatitis-b-vaccine/","Вакцина проти гепатиту В","hepatitis-b-vaccine"
"http://utis.in.ua/influenza-vaccine/","Вакцина проти грипу","influenza-vaccine"
"http://utis.in.ua/influenza-%d0%b0-h1n1-vaccine/","Вакцина проти грипу А (H1N1)","influenza-a-h1n1-vaccine"
"http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/","Вакцина проти дифтерії, кашлюка, правця","diphtheria-tetanus-pertussis-vaccine"
"http://utis.in.ua/yellow-fever-vaccine/","Вакцина проти жовтої лихоманки","yellow-fever-vaccine"
"http://utis.in.ua/meningococcal/","Вакцина проти інфекції менінгококової","meningococcal"
"http://utis.in.ua/pneumococcal/","Вакцина проти інфекції пневмококової","pneumococcal"
"http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/","Вакцина проти кашлюка, дифтерії, правця","diphtheria-tetanus-pertussis-vaccine"
"http://utis.in.ua/measles-rubella-parotitis-vaccine/","Вакцина проти кору, краснухи, паротиту","measles-rubella-parotitis-vaccine"
"http://utis.in.ua/measles-rubella-parotitis-vaccine/","Вакцина проти краснухи, кору, паротиту","measles-rubella-parotitis-vaccine"
"http://utis.in.ua/meningococcal/","Вакцина проти менінгококової інфекції","meningococcal"
"http://utis.in.ua/papillomavirus-vaccine/","Вакцина проти папіломавірусу людини","papillomavirus-vaccine"
"http://utis.in.ua/measles-rubella-parotitis-vaccine/","Вакцина проти паротиту, кору, краснухи","measles-rubella-parotitis-vaccine"
"http://utis.in.ua/lincomycin/","Лінкоміцин","lincomycin"
"http://utis.in.ua/lincomycin/","Лінкоцин","lincomycin"
"http://utis.in.ua/omega-6-unsaturated-fatty-acids/","Ліноленова кислота","omega-6-unsaturated-fatty-acids"
"http://utis.in.ua/baclofen/","Ліоресал","baclofen"
"http://utis.in.ua/liothyronine/","Ліотиронін","liothyronine"
"http://utis.in.ua/thyroidine/","Ліотрикс","thyroidine"
"http://utis.in.ua/cladribine/","Ліпомед","cladribine"
"http://utis.in.ua/liraglutide/","Ліраглутид","liraglutide"
"http://utis.in.ua/pregabalin/","Лірика","pregabalin"
"http://utis.in.ua/insulin-lispro/","Ліспро (інсулін)","insulin-lispro"
"http://utis.in.ua/listeriosis-and-pregnancy/","Лістеріоз та вагітність","listeriosis-and-pregnancy"
"http://utis.in.ua/cladribine/","Літак","cladribine"
"http://utis.in.ua/lithium/","Літій","lithium"
"http://utis.in.ua/lithium/","Літію карбонат","lithium"
"http://utis.in.ua/lobeline/","Лобелін","lobeline"
"http://utis.in.ua/lobeline/","Лобелія","lobeline"
"http://utis.in.ua/go-to-search-chia-plant-seeds-are-rich-in-omega-3-types-of-fat-in-food-unsaturated-fats-monounsaturated-fatty-acids-%cf%89-7-en-%cf%89-9-en-polyunsaturated-fatty-acids-%cf%89-3-%cf%89-6/","Ловаза","go-to-search-chia-plant-seeds-are-rich-in-omega-3-types-of-fat-in-food-unsaturated-fats-monounsaturated-fatty-acids-ω-7-en-ω-9-en-polyunsaturated-fatty-acids-ω-3-ω-6"
"http://utis.in.ua/lovastatin/","Ловастатин","lovastatin"
"http://utis.in.ua/enoxaparin/","Ловенокс","enoxaparin"
"http://utis.in.ua/acyclovir/","Ловір","acyclovir"
"http://utis.in.ua/combined-oral-contraceptives/","Логест","combined-oral-contraceptives"
"http://utis.in.ua/etodolac/","Лодин","etodolac"
"http://utis.in.ua/danazol/","Лодогал","danazol"
"http://utis.in.ua/losartan/","Лозартан","losartan"
"http://utis.in.ua/bisoprolol/","Локрен","bisoprolol"
"http://utis.in.ua/glycyrrhizin/","Локриця","glycyrrhizin"
"http://utis.in.ua/loxapine/","Локсапін","loxapine"
"http://utis.in.ua/loxapine/","Локситан","loxapine"
"http://utis.in.ua/lomefloxacin/","Ломефлокс","lomefloxacin"
"http://utis.in.ua/lomefloxacin/","Ломефлоксацин","lomefloxacin"
"http://utis.in.ua/lomefloxacin/","Ломфлокс","lomefloxacin"
"http://utis.in.ua/isradipine/","Ломір","isradipine"
"http://utis.in.ua/cromolyn-sodium/","Ломудал","cromolyn-sodium"
"http://utis.in.ua/%d0%bb%d0%be%d0%bc%d1%83%d1%81%d1%82%d0%b8%d0%bd/","Ломустин","lomustin"
"http://utis.in.ua/ceftriaxone/","Лонгацеф","ceftriaxone"
"http://utis.in.ua/minoxidil/","Лонітен","minoxidil"
"http://utis.in.ua/loperamide/","Лоперамід","loperamide"
"http://utis.in.ua/gemfibrozil/","Лопід","gemfibrozil"
"http://utis.in.ua/lopinavir/","Лопінавір","lopinavir"
"http://utis.in.ua/%d1%86%d0%b5%d1%84%d1%96%d0%ba%d1%81%d0%b8%d0%bc/","Лопрад","tsefіksim"
"http://utis.in.ua/metoprolol/","Лопресол","metoprolol"
"http://utis.in.ua/levofloxacin/","Л-оптик Ромфарм","levofloxacin"
"http://utis.in.ua/lorazepam/","Лоразепам","lorazepam"
"http://utis.in.ua/ceftriaxone/","Лораксон","ceftriaxone"
"http://utis.in.ua/loratadine/","Лоратадин","loratadine"
"http://utis.in.ua/probucol/","Лорелко","probucol"
"http://utis.in.ua/etonogestrel/","3-кетодезогестрел","etonogestrel"
"http://utis.in.ua/cabazitaxel/","Кабазитаксел","cabazitaxel"
"http://utis.in.ua/cabergoline/","Каберголін","cabergoline"
"http://utis.in.ua/streptokinase/","Кабікіназа","streptokinase"
"http://utis.in.ua/cabozantinib/","Кабозантініб","cabozantinib"
"http://utis.in.ua/cabozantinib/","Кабометикс","cabozantinib"
"http://utis.in.ua/prostaglandin-e1/","Каверджект","prostaglandin-e1"
"http://utis.in.ua/cadmium/","Кадмій","cadmium"
"http://utis.in.ua/dimethylarsen/","Какодилова кислота","dimethylarsen"
"http://utis.in.ua/leishmaniasis-and-pregnancy/","Кала-азар","leishmaniasis-and-pregnancy"
"http://utis.in.ua/verapamil/","Калан","verapamil"
"http://utis.in.ua/potassium-chloride/","Калієва сіль соляної кислоти","potassium-chloride"
"http://utis.in.ua/potassium-iodide/","Калій йодид-125-Дарниця","potassium-iodide"
"http://utis.in.ua/potassium-citrate/","Калій лимоннокислий","potassium-citrate"
"http://utis.in.ua/pyridostigmine/","Калімін","pyridostigmine"
"http://utis.in.ua/bromides/","Калію бромід","bromides"
"http://utis.in.ua/potassium-iodide/","Калію йодид","potassium-iodide"
"http://utis.in.ua/potassium-iodide/","Калію йодид-125-Дарниця","potassium-iodide"
"http://utis.in.ua/clavulanic-acid/","Калію клавуланат","clavulanic-acid"
"http://utis.in.ua/nitrates/","Калію нітрат","nitrates"
"http://utis.in.ua/nitrites/","Калію нітрит","nitrites"
"http://utis.in.ua/perchlorates/","Калію перхлорат","perchlorates"
"http://utis.in.ua/thiocyanate/","Калію тіоціанат","thiocyanate"
"http://utis.in.ua/pneumococcal/","Вакцина проти пневмококової інфекції","pneumococcal"
"http://utis.in.ua/poliomyelitis-vaccine/","Вакцина проти поліомієліту","poliomyelitis-vaccine"
"http://utis.in.ua/diphtheria-tetanus-pertussis-vaccine/","Вакцина проти правця, кашлюка, дифтерії","diphtheria-tetanus-pertussis-vaccine"
"http://utis.in.ua/anthrax-vaccine/","Вакцина проти сибірської виразки","anthrax-vaccine"
"http://utis.in.ua/hydrophobia-vaccine/","Вакцина проти сказу","hydrophobia-vaccine"
"http://utis.in.ua/vaccine-bcg/","Вакцина проти туберкульозу","vaccine-bcg"
"http://utis.in.ua/lyme-disease-vaccine/","Вакцина проти хвороби Лайма","lyme-disease-vaccine"
"http://utis.in.ua/cholera/","Вакцина проти холери","cholera"
"http://utis.in.ua/poliomyelitis-vaccine/","Вакцина Сейбіна","poliomyelitis-vaccine"
"http://utis.in.ua/poliomyelitis-vaccine/","Вакцина Солка","poliomyelitis-vaccine"
"http://utis.in.ua/covid-19-vaccines/","Вакцини проти Covid-19","covid-19-vaccines"
"http://utis.in.ua/covid-19-vaccines/","Вакцини SARS-CoV2","covid-19-vaccines"
"http://utis.in.ua/valacyclovir/","Валацикловір","valacyclovir"
"http://utis.in.ua/valdecoxib/","Валдекоксиб","valdecoxib"
"http://utis.in.ua/valerian-extract/","Валевігран","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валемонт","valerian-extract"
"http://utis.in.ua/betamethasone/","Валерат бетаметазону","betamethasone"
"http://utis.in.ua/valerian-extract/","Валерика","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валеріана","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валеріани екстракт","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валеріани кореневища з коренями","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валеріани настойка","valerian-extract"
"http://utis.in.ua/valerian-extract/","Валер’яна лікарська","valerian-extract"
"http://utis.in.ua/diazepam/","Валіум","diazepam"
"http://utis.in.ua/valsartan/","Валсартан","valsartan"
"http://utis.in.ua/valacyclovir/","Валтрекс","valacyclovir"
"http://utis.in.ua/albendazole/","Вальбазен","albendazole"
"http://utis.in.ua/valproic-acid-natrium-valproate/","Вальпроат натрія","valproic-acid-natrium-valproate"
"http://utis.in.ua/valproic-acid-natrium-valproate/","Вальпроєва кислота","valproic-acid-natrium-valproate"
"http://utis.in.ua/valrubicin/","Вальрубіцин","valrubicin"
"http://utis.in.ua/cloxacillin/","Вампілокс","cloxacillin"
"http://utis.in.ua/carisoprodol/","Ванадом","carisoprodol"
"http://utis.in.ua/benzyl-benzoate/","Ванзоат","benzyl-benzoate"
"http://utis.in.ua/vancomycin/","Ванколед","vancomycin"
"http://utis.in.ua/vancomycin/","Ванкомабол","vancomycin"
"http://utis.in.ua/vancomycin/","Ванкоміцин","vancomycin"
"http://utis.in.ua/vancomycin/","Ванкорус","vancomycin"
"http://utis.in.ua/hyperthermia/","Ванни гарячі","hyperthermia"
"http://utis.in.ua/montelukast/","Вансейр","montelukast"
"http://utis.in.ua/beclometasone-2/","Ванцерил","beclometasone-2"
"http://utis.in.ua/conivaptan/","Вапрізол","conivaptan"
"http://utis.in.ua/chickenpox-vaccine/","Варівакс","chickenpox-vaccine"
"http://utis.in.ua/chickenpox-vaccine/","Варілрікс","chickenpox-vaccine"
"http://utis.in.ua/podophyllotoxin/","Вартек","podophyllotoxin"
"http://utis.in.ua/warfarin/","Варфарин","warfarin"
"http://utis.in.ua/diosmin/","Васкулера","diosmin"
"http://utis.in.ua/isoxsuprine/","Васоділан","isoxsuprine"
"http://utis.in.ua/go-to-search-chia-plant-seeds-are-rich-in-omega-3-types-of-fat-in-food-unsaturated-fats-monounsaturated-fatty-acids-%cf%89-7-en-%cf%89-9-en-polyunsaturated-fatty-acids-%cf%89-3-%cf%89-6/","Васцепа","go-to-search-chia-plant-seeds-are-rich-in-omega-3-types-of-fat-in-food-unsaturated-fats-monounsaturated-fatty-acids-ω-7-en-ω-9-en-polyunsaturated-fatty-acids-ω-3-ω-6"
"http://utis.in.ua/dichlorophenoxyacetic-acid/","2,4-D","dichlorophenoxyacetic-acid"
"http://utis.in.ua/dabigatran-etexilate/","Дабігатран етексилат","dabigatran-etexilate"
"http://utis.in.ua/dabrafenib/","Дабрафеніб","dabrafenib"
"http://utis.in.ua/dasatinib/","Дазатиніб","dasatinib"
"http://utis.in.ua/diving-and-pregnancy/","Дайвінг","diving-and-pregnancy"
"http://utis.in.ua/diving-and-pregnancy/","Дайвінг та вагітність","diving-and-pregnancy"
"http://utis.in.ua/calcipotriene/","Дайвонекс","calcipotriene"
"http://utis.in.ua/phytoestrogens/","Дайдзеїн","phytoestrogens"
"http://utis.in.ua/phytoestrogens/","Дайдзин","phytoestrogens"
"http://utis.in.ua/methylphenidate/","Дайтрана (Daytrana)","methylphenidate"
"http://utis.in.ua/dacarbazine/","Дакарбазин","dacarbazine"
"http://utis.in.ua/daclatasvir/","Даклатасвір","daclatasvir"
"http://utis.in.ua/daclizumab/","Даклізумаб","daclizumab"
"http://utis.in.ua/daclatasvir/","Даклінза","daclatasvir"
"http://utis.in.ua/decitabine/","Дакоген","decitabine"
"http://utis.in.ua/miconazole/","Дактар","miconazole"
"http://utis.in.ua/dactinomycin/","Дактиноміцин","dactinomycin"
"http://utis.in.ua/dactinomycin/","Дактол","dactinomycin"
"http://utis.in.ua/dalbavancin/","Далбаванцин","dalbavancin"
"http://utis.in.ua/dalbavancin/","Далванс","dalbavancin"
"http://utis.in.ua/dimenhydrinate/","Далдалон","dimenhydrinate"
"http://utis.in.ua/flurazepam-2/","Далман","flurazepam-2"
"http://utis.in.ua/dalfampridine/","Далфампридин","dalfampridine"
"http://utis.in.ua/intrauterine-contraceptives/","Далькон щит","intrauterine-contraceptives"
"http://utis.in.ua/dalteparin/","Дальтепарин","dalteparin"
"http://utis.in.ua/%d1%85%d0%bb%d0%be%d1%80%d0%b7%d0%be%d0%ba%d1%81%d0%b0%d0%b7%d0%be%d0%bd/","Лорзон","hlorzoksazon"
"http://utis.in.ua/cefoperazone/","Лоризон","cefoperazone"
"http://utis.in.ua/losartan/","Лосартан","losartan"
"http://utis.in.ua/loteprednol/","Лотемакс","loteprednol"
"http://utis.in.ua/benazepril/","Лотензин","benazepril"
"http://utis.in.ua/loteprednol/","Лотепреднол","loteprednol"
"http://utis.in.ua/loteprednol/","Лотепреднол етабонат","loteprednol"
"http://utis.in.ua/butenafine/","Лотримин","butenafine"
"http://utis.in.ua/clotrimazole/","Лотримін","clotrimazole"
"http://utis.in.ua/alosetron/","Лотронекс","alosetron"
"http://utis.in.ua/lomefloxacin/","Лофокс","lomefloxacin"
"http://utis.in.ua/lsd/","ЛСД","lsd"
"http://utis.in.ua/%d1%84%d0%bb%d1%83%d0%b2%d0%be%d0%ba%d1%81%d0%b0%d0%bc%d1%96%d0%bd/","Лувокс","fluvoksamіn"
"http://utis.in.ua/montelukast/","Лукаст","montelukast"
"http://utis.in.ua/lurasidone/","Луразидон","lurasidone"
"http://utis.in.ua/psoriasis/","Лускатий лишай та вагітність","psoriasis"
"http://utis.in.ua/ranibizumab/","Луцентіс","ranibizumab"
"http://utis.in.ua/lubiprostone/","Любіпростон","lubiprostone"
"http://utis.in.ua/iodine/","Люголя розчин","iodine"
"http://utis.in.ua/antitrombine/","Людини антитромбін ІІІ","antitrombine"
"http://utis.in.ua/gonadotropins/","Людини гонадотропін хоріонічний","gonadotropins"
"http://utis.in.ua/parvovirus-pregnancy/","Людини парвовірус B19","parvovirus-pregnancy"
"http://utis.in.ua/gonadotropins/","Людини хоріонічний гонадотропін","gonadotropins"
"http://utis.in.ua/maprotiline/","Людіоміл","maprotiline"
"http://utis.in.ua/leuprolide/","Люкрин депо","leuprolide"
"http://utis.in.ua/brimonidine/","Люксфен","brimonidine"
"http://utis.in.ua/coartem/","Люмефантрин","coartem"
"http://utis.in.ua/bimatoprost/","Люміган","bimatoprost"
"http://utis.in.ua/phenobarbital/","Люмінал","phenobarbital"
"http://utis.in.ua/lupine/","Люпин","lupine"
"http://utis.in.ua/leuprolide/","Люпрайд депо","leuprolide"
"http://utis.in.ua/leuprolide/","Люпрон","leuprolide"
"http://utis.in.ua/systemic-lupus-erythematosus/","Люпус та вагітність","systemic-lupus-erythematosus"
"http://utis.in.ua/gonadotropins/","Лютеїнізуючий гормон","gonadotropins"
"http://utis.in.ua/potassium-chloride/","Калію хлорид","potassium-chloride"
"http://utis.in.ua/potassium-citrate/","Калію цитрат","potassium-citrate"
"http://utis.in.ua/dyphenhydramine/","Кальмабен","dyphenhydramine"
"http://utis.in.ua/calcitonin/","Кальцимар","calcitonin"
"http://utis.in.ua/calcitonin/","Кальцитонін","calcitonin"
"http://utis.in.ua/calcitonin/","Кальцитонін-салмон","calcitonin"
"http://utis.in.ua/vitamin-d/","Кальцитріол","vitamin-d"
"http://utis.in.ua/calcium-edetate/","Кальцієва сіль етилендіамінтетрауксусної кислоти","calcium-edetate"
"http://utis.in.ua/calcium/","Кальцій","calcium"
"http://utis.in.ua/calcipotriene/","Кальціпотріен","calcipotriene"
"http://utis.in.ua/calcipotriene/","Кальціпотріол","calcipotriene"
