"rxcui","ingredient","ing_rxcui"
"1294614","diphenhydramine","3498"
"1294614","tripelennamine","10847"
"1294619","metronidazole","6922"
"1294619","tetracycline","10395"
"1294619","bismuth subcitrate","47181"
"1294621","metronidazole","6922"
"1294621","tetracycline","10395"
"1294621","bismuth subcitrate","47181"
"1294626","histrelin","50975"
"1294639","common paper wasp venom protein","1294628"
"1294639","metricus paper wasp venom protein","1294630"
"1294639","northern paper wasp venom protein","1294632"
"1294639","red paper wasp venom protein","1294634"
"1294641","histrelin","50975"
"1297278","lurasidone","1040028"
"1297288","acetaminophen","161"
"1297288","dextromethorphan","3289"
"1297288","doxylamine","3642"
"1297288","phenylephrine","8163"
"1297310","camphor","1952"
"1297310","menthol","6750"
"1297310","Eucalyptus oil","59087"
"1297357","lurasidone","1040028"
"1297381","hydrofluoric acid","5496"
"1297381","phosphoric acid","8259"
"1297381","sodium fluoride","9873"
"1297389","calcium carbonate","1897"
"1297389","cholecalciferol","2418"
"1297390","chlorpheniramine","2400"
"1297390","ibuprofen","5640"
"1297390","pseudoephedrine","8896"
"1297404","acetaminophen","161"
"1297404","dextromethorphan","3289"
"1297404","doxylamine","3642"
"1297404","phenylephrine","8163"
"1297514","diphenhydramine","3498"
"1297514","menthol","6750"
"1297517","diphenhydramine","3498"
"1297517","magnesium salicylate","52364"
"1297519","diphenhydramine","3498"
"1297519","magnesium salicylate","52364"
"1297542","bald-faced hornet venom protein","1297525"
"1297542","common wasp venom protein","1297527"
"1297542","eastern yellow jacket venom protein","1297529"
"1297542","German wasp venom protein","1297531"
"1297542","southern yellow jacket venom protein","1297533"
"1297542","western yellow jacket venom protein","1297535"
"1297542","yellow hornet venom protein","1297537"
"1297562","bald-faced hornet venom protein","1297525"
"1297582","common wasp venom protein","1297527"
"1297582","eastern yellow jacket venom protein","1297529"
"1297582","German wasp venom protein","1297531"
"1297582","southern yellow jacket venom protein","1297533"
"1297582","western yellow jacket venom protein","1297535"
"1297658","esomeprazole","283742"
"1297660","esomeprazole","283742"
"1297753","betaxolol","1520"
"1297757","betaxolol","1520"
"1297761","esomeprazole","283742"
"1297763","esomeprazole","283742"
"1297768","ubidecarenone","21406"
"1297770","ubidecarenone","21406"
"1297843","yellow hornet venom protein","1297537"
"1297947","acetaminophen","161"
"1297947","diphenhydramine","3498"
"1297988","ubidecarenone","21406"
"1297990","ubidecarenone","21406"
"1298066","cyclopentolate","3001"
"1298068","cyclopentolate","3001"
"1298068","phenylephrine","8163"
"1298070","cyclopentolate","3001"
"1298072","cyclopentolate","3001"
"1298088","flurazepam","4501"
"1298091","flurazepam","4501"
"1298099","guanidine","50675"
"1298226","pseudoephedrine","8896"
"1298226","dexchlorpheniramine","22697"
"1298228","dextromethorphan","3289"
"1298228","guaifenesin","5032"
"1298324","dextromethorphan","3289"
"1298324","guaifenesin","5032"
"1298334","ribavirin","9344"
"1298348","acetaminophen","161"
"1298348","diphenhydramine","3498"
"1298348","phenylephrine","8163"
"1298356","cyclopentolate","3001"
"1298358","cyclopentolate","3001"
"1298360","cyclopentolate","3001"
"1298360","phenylephrine","8163"
"1298364","cyclopentolate","3001"
"1298366","cyclopentolate","3001"
"1298375","lutein","11359"
"1298375","zeaxanthin","39918"
"1298405","guaifenesin","5032"
"1298405","pseudoephedrine","8896"
"1298427","ivermectin","6069"
"1298433","dextromethorphan","3289"
"1298433","pseudoephedrine","8896"
"1298433","dexchlorpheniramine","22697"
"1298435","sodium chloride","9863"
"1298439","guaifenesin","5032"
"1298439","pseudoephedrine","8896"
"1298443","guaifenesin","5032"
"1298443","pseudoephedrine","8896"
"1298448","butenafine","47461"
"1298452","butenafine","47461"
"1298799","isoxsuprine","6066"
"1298816","molindone","7019"
"1298830","acetaminophen","161"
"1298834","isoxsuprine","6066"
"1298857","maprotiline","6646"
"1298861","maprotiline","6646"
"1298870","maprotiline","6646"
"1298874","mecamylamine","6673"
"1298906","molindone","7019"
"1298910","molindone","7019"
"1298948","pertuzumab","1298944"
"1298953","pertuzumab","1298944"
"1299018","ibuprofen","5640"
"1299018","pseudoephedrine","8896"
"1299021","ibuprofen","5640"
"1299021","pseudoephedrine","8896"
"1299059","tolnaftate","10637"
"1299141","phenylephrine","8163"
"1299143","pseudoephedrine","8896"
"1299143","dexbrompheniramine","22696"
"1299145","phenylephrine","8163"
"1299203","isotretinoin","6064"
"1299244","pseudoephedrine","8896"
"1299244","loratadine","28889"
"1299254","guaifenesin","5032"
"1299254","pseudoephedrine","8896"
"1299254","chlophedianol","21254"
"1299626","sodium chloride","9863"
"1299634","hypochlorite","1483317"
"1299636","hypochlorite","1483317"
"1299646","acetaminophen","161"
"1299646","chlorpheniramine","2400"
"1299646","dextromethorphan","3289"
"1299646","pseudoephedrine","8896"
"1299653","salicylic acid","9525"
"1299659","undecylenate","314881"
"1299662","acetaminophen","161"
"1299662","chlorpheniramine","2400"
"1299662","dextromethorphan","3289"
"1299662","pseudoephedrine","8896"
"1299811","calcium carbonate","1897"
"1299811","cholecalciferol","2418"
"1299859","hydrochlorothiazide","5487"
"1299859","moexipril","30131"
"1299871","hydrochlorothiazide","5487"
"1299871","moexipril","30131"
"1299889","ammonia","1299884"
"1299890","hydrochlorothiazide","5487"
"1299890","moexipril","30131"
"1299896","moexipril","30131"
"1299897","moexipril","30131"
"1299903","tiagabine","31914"
"1299909","tiagabine","31914"
"1299911","tiagabine","31914"
"1299914","tiagabine","31914"
"1299917","tiagabine","31914"
"1299967","tiagabine","31914"
"1299971","tiagabine","31914"
"1299973","tiagabine","31914"
"1299975","tiagabine","31914"
"1299978","tiagabine","31914"
"1299985","Siberian elm pollen extract","1299981"
"1299992","American elm pollen extract","852054"
"1299992","Siberian elm pollen extract","1299981"
"1299994","Siberian elm pollen extract","1299981"
"1300000","Siberian elm pollen extract","1299981"
"1300002","Siberian elm pollen extract","1299981"
"1300006","isotretinoin","6064"
"1300014","isotretinoin","6064"
"1300016","isotretinoin","6064"
"1300017","dextromethorphan","3289"
"1300017","guaifenesin","5032"
"1300017","pseudoephedrine","8896"
"1300020","guaifenesin","5032"
"1300020","pseudoephedrine","8896"
"1300064","ciclopirox","21090"
"1300155","benzethonium","1390"
"1300155","benzocaine","1399"
"1300164","dextromethorphan","3289"
"1300164","phenylephrine","8163"
"1300164","dexbrompheniramine","22696"
"1300189","acellular pertussis vaccine, inactivated","798302"
"1300189","diphtheria toxoid vaccine, inactivated","798304"
"1300189","tetanus toxoid vaccine, inactivated","798306"
"1300191","acellular pertussis vaccine, inactivated","798302"
"1300191","diphtheria toxoid vaccine, inactivated","798304"
"1300191","tetanus toxoid vaccine, inactivated","798306"
"1300195","dextromethorphan","3289"
"1300195","phenylephrine","8163"
"1300195","dexbrompheniramine","22696"
"1300205","acellular pertussis vaccine, inactivated","798302"
"1300205","diphtheria toxoid vaccine, inactivated","798304"
"1300205","tetanus toxoid vaccine, inactivated","798306"
"1300206","acellular pertussis vaccine, inactivated","798302"
"1300206","diphtheria toxoid vaccine, inactivated","798304"
"1300206","tetanus toxoid vaccine, inactivated","798306"
"1300267","ibuprofen","5640"
"1300272","ketoconazole","6135"
"1300294","benzethonium","1390"
"1300294","benzocaine","1399"
"1300295","benzethonium","1390"
"1300295","benzocaine","1399"
"1300308","acellular pertussis vaccine, inactivated","798302"
"1300308","diphtheria toxoid vaccine, inactivated","798304"
"1300308","tetanus toxoid vaccine, inactivated","798306"
"1300310","acellular pertussis vaccine, inactivated","798302"
"1300310","diphtheria toxoid vaccine, inactivated","798304"
"1300310","tetanus toxoid vaccine, inactivated","798306"
"1300351","zinc sulfate","39954"
"1300354","zinc sulfate","39954"
"1300368","acellular pertussis vaccine, inactivated","798302"
"1300368","diphtheria toxoid vaccine, inactivated","798304"
"1300368","tetanus toxoid vaccine, inactivated","798306"
"1300370","acellular pertussis vaccine, inactivated","798302"
"1300370","diphtheria toxoid vaccine, inactivated","798304"
"1300370","tetanus toxoid vaccine, inactivated","798306"
"1300377","acellular pertussis vaccine, inactivated","798302"
"1300377","diphtheria toxoid vaccine, inactivated","798304"
"1300377","tetanus toxoid vaccine, inactivated","798306"
"1300378","acellular pertussis vaccine, inactivated","798302"
"1300378","diphtheria toxoid vaccine, inactivated","798304"
"1300378","tetanus toxoid vaccine, inactivated","798306"
"1300382","acellular pertussis vaccine, inactivated","798302"
"1300382","diphtheria toxoid vaccine, inactivated","798304"
"1300382","tetanus toxoid vaccine, inactivated","798306"
"1300384","acellular pertussis vaccine, inactivated","798302"
"1300384","diphtheria toxoid vaccine, inactivated","798304"
"1300384","tetanus toxoid vaccine, inactivated","798306"
"1300385","acellular pertussis vaccine, inactivated","798302"
"1300385","diphtheria toxoid vaccine, inactivated","798304"
"1300385","tetanus toxoid vaccine, inactivated","798306"
"1300386","acellular pertussis vaccine, inactivated","798302"
"1300386","diphtheria toxoid vaccine, inactivated","798304"
"1300386","tetanus toxoid vaccine, inactivated","798306"
"1300466","Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine","798279"
"1300468","Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine","798279"
"1300481","methyl 5-aminolevulinate","337068"
"1300483","methyl 5-aminolevulinate","337068"
"1300538","ethinyl estradiol","4124"
"1300538","norethindrone","7514"
"1300781","Japanese encephalitis virus vaccine, inactivated","845525"
"1300783","Japanese encephalitis virus vaccine, inactivated","845525"
"1300791","mirabegron","1300786"
"1300797","mirabegron","1300786"
"1300801","mirabegron","1300786"
"1300803","mirabegron","1300786"
"1300808","Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine","798279"
"1300810","Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine","798279"
"1300882","acetylcarnitine","193"
"1300882","thioctate","618060"
"1300889","capsaicin","1992"
"1300889","menthol","6750"
"1300890","baclofen","1292"
"1300911","ethinyl estradiol","4124"
"1300911","norethindrone","7514"
"1301016","ethinyl estradiol","4124"
"1301016","drospirenone","11636"
"1301032","Saccharomyces boulardii","236782"
"1301627","baclofen","1292"
"1301670","Saccharomyces boulardii","236782"
"1301693","halobetasol","41208"
"1301693","lactate","114202"
"1301694","halobetasol","41208"
"1301694","lactate","114202"
"1301695","halobetasol","41208"
"1301695","lactate","114202"
"1301696","halobetasol","41208"
"1301696","lactate","114202"
"1301848","dimethicone","324072"
"1301866","Lacticaseibacillus rhamnosus","100278"
"1301874","thyroid (USP)","10572"
"1301876","thyroid (USP)","10572"
"1301882","acetaminophen","161"
"1301959","sorbitol","9945"
"1302176","petrolatum","8091"
"1302176","zinc oxide","11423"
"1302195","potassium chloride","8591"
"1302279","docusate","82003"
"1302281","docusate","82003"
"1302351","papain","7892"
"1302368","sodium fluoride","9873"
"1302433","benzoyl peroxide","1418"
"1302437","benzoyl peroxide","1418"
"1302449","Lactobacillus acidophilus","6205"
"1302475","sodium fluoride","9873"
"1302630","benzyl alcohol","1426"
"1302630","camphor","1952"
"1302630","menthol","6750"
"1302633","benzyl alcohol","1426"
"1302633","camphor","1952"
"1302633","menthol","6750"
"1302636","calcium carbonate","1897"
"1302636","prasterone","3143"
"1302637","calcium carbonate","1897"
"1302637","prasterone","3143"
"1302650","minocycline","6980"
"1302656","minocycline","6980"
"1302664","minocycline","6980"
"1302666","minocycline","6980"
"1302674","minocycline","6980"
"1302676","minocycline","6980"
"1302680","cholecalciferol","2418"
"1302680","vitamin A","11246"
"1302755","epoprostenol","8814"
"1302827","phentermine","8152"
"1302827","topiramate","38404"
"1302833","phentermine","8152"
"1302833","topiramate","38404"
"1302839","phentermine","8152"
"1302839","topiramate","38404"
"1302845","phentermine","8152"
"1302845","topiramate","38404"
"1302850","phentermine","8152"
"1302850","topiramate","38404"
"1302856","phentermine","8152"
"1302856","topiramate","38404"
"1303102","aclidinium","1303098"
"1303107","aclidinium","1303098"
"1303125","prednisone","8640"
"1303131","prednisone","8640"
"1303132","prednisone","8640"
"1303134","prednisone","8640"
"1303135","prednisone","8640"
"1303137","prednisone","8640"
"1303159","acetaminophen","161"
"1303159","aspirin","1191"
"1303159","caffeine","1886"
"1303161","petrolatum","8091"
"1303358","salicylic acid","9525"
"1303727","bacitracin","1291"
"1303727","pramoxine","34347"
"1303736","morphine","7052"
"1303738","morphine","7052"
"1303746","ubidecarenone","21406"
"1303746","levocarnitine","42955"
"1303797","dextromethorphan","3289"
"1303797","phenylephrine","8163"
"1303797","dexbrompheniramine","22696"
"1303807","melatonin","6711"
"1303807","vitamin B6","42954"
"1303840","mecobalamin","29421"
"1303876","trichloroacetate","618564"
"1303878","trichloroacetate","618564"
"1303882","trichloroacetate","618564"
"1303888","trichloroacetate","618564"
"1303890","trichloroacetate","618564"
"1303916","cholecalciferol","2418"
"1303930","levonorgestrel","6373"
"1304105","brompheniramine","1767"
"1304105","dextromethorphan","3289"
"1304105","phenylephrine","8163"
"1304111","guaifenesin","5032"
"1304111","phenylephrine","8163"
"1304215","aspirin","1191"
"1304215","caffeine","1886"
"1304254","sodium fluoride","9873"
"1304408","menthol","6750"
"1304490","ascorbic acid","1151"
"1304490","cholecalciferol","2418"
"1304490","folic acid","4511"
"1304490","niacinamide","7405"
"1304490","potassium iodide","8597"
"1304490","riboflavin","9346"
"1304490","thiamine","10454"
"1304490","zinc oxide","11423"
"1304490","cupric oxide","21837"
"1304490","calcium citrate","47613"
"1304490","docusate","82003"
"1304490","alpha tocopherol","237099"
"1304490","iron carbonyl","262150"
"1304490","pyridoxine","684879"
"1304559","ascorbic acid","1151"
"1304559","biotin","1588"
"1304559","cholecalciferol","2418"
"1304559","folic acid","4511"
"1304559","niacinamide","7405"
"1304559","vitamin K1","8308"
"1304559","riboflavin","9346"
"1304559","thiamine","10454"
"1304559","vitamin A","11246"
"1304559","vitamin B12","11248"
"1304559","dexpanthenol","22701"
"1304559","alpha tocopherol","237099"
"1304559","pyridoxine","684879"
"1304564","ascorbic acid","1151"
"1304564","biotin","1588"
"1304564","cholecalciferol","2418"
"1304564","folic acid","4511"
"1304564","niacinamide","7405"
"1304564","vitamin K1","8308"
"1304564","riboflavin","9346"
"1304564","thiamine","10454"
"1304564","vitamin A","11246"
"1304564","vitamin B12","11248"
"1304564","dexpanthenol","22701"
"1304564","alpha tocopherol","237099"
"1304564","pyridoxine","684879"
"1304566","coal tar","2635"
"1304566","salicylic acid","9525"
"1304882","coal tar","2635"
"1304882","menthol","6750"
"1304966","benzocaine","1399"
"1304966","cetylpyridinium","2286"
"1304966","menthol","6750"
"1304966","zinc chloride","39937"
"1304971","benzocaine","1399"
"1304971","cetylpyridinium","2286"
"1304971","menthol","6750"
"1304971","zinc chloride","39937"
"1304979","icosapent ethyl","1304974"
"1304985","icosapent ethyl","1304974"
"1304988","ethinyl estradiol","4124"
"1304988","levonorgestrel","6373"
"1304995","vincristine","11202"
"1305000","vincristine","11202"
"1305089","ethinyl estradiol","4124"
"1305089","norgestrel","7518"
"1305100","ethanol","448"
"1305110","benzoyl peroxide","1418"
"1305200","ascorbic acid","1151"
"1305200","biotin","1588"
"1305200","ergocalciferol","4018"
"1305200","folic acid","4511"
"1305200","niacinamide","7405"
"1305200","vitamin K1","8308"
"1305200","riboflavin","9346"
"1305200","thiamine","10454"
"1305200","vitamin A","11246"
"1305200","vitamin B12","11248"
"1305200","dexpanthenol","22701"
"1305200","alpha tocopherol","237099"
"1305200","pyridoxine","684879"
"1305205","ascorbic acid","1151"
"1305205","biotin","1588"
"1305205","ergocalciferol","4018"
"1305205","folic acid","4511"
"1305205","niacinamide","7405"
"1305205","vitamin K1","8308"
"1305205","riboflavin","9346"
"1305205","thiamine","10454"
"1305205","vitamin A","11246"
"1305205","vitamin B12","11248"
"1305205","dexpanthenol","22701"
"1305205","alpha tocopherol","237099"
"1305205","pyridoxine","684879"
"1305214","dextromethorphan","3289"
"1305214","guaifenesin","5032"
"1305214","phenylephrine","8163"
"1305217","ascorbic acid","1151"
"1305217","biotin","1588"
"1305217","cholecalciferol","2418"
"1305217","folic acid","4511"
"1305217","niacinamide","7405"
"1305217","vitamin K1","8308"
"1305217","riboflavin","9346"
"1305217","thiamine","10454"
"1305217","vitamin A","11246"
"1305217","vitamin B12","11248"
"1305217","dexpanthenol","22701"
"1305217","alpha tocopherol","237099"
"1305217","pyridoxine","684879"
"1305222","ascorbic acid","1151"
"1305222","biotin","1588"
"1305222","cholecalciferol","2418"
"1305222","folic acid","4511"
"1305222","niacinamide","7405"
"1305222","vitamin K1","8308"
"1305222","riboflavin","9346"
"1305222","thiamine","10454"
"1305222","vitamin A","11246"
"1305222","vitamin B12","11248"
"1305222","dexpanthenol","22701"
"1305222","alpha tocopherol","237099"
"1305222","pyridoxine","684879"
"1305263","mepivacaine","6759"
"1305268","epinephrine","3992"
"1305269","epinephrine","3992"
"1305337","zinc oxide","11423"
"1305603","guaifenesin","5032"
"1305603","pseudoephedrine","8896"
"1305620","Fe heme polypeptide","284110"
"1305757","ethinyl estradiol","4124"
"1305757","norgestimate","31994"
"1305808","magnesium oxide","6582"
"1305808","citric acid","21183"
"1305808","picosulfurate","1546458"
"1305810","magnesium oxide","6582"
"1305810","citric acid","21183"
"1305810","picosulfurate","1546458"
"1305891","fibrinogen","4385"
"1305891","thrombin","10528"
"1305892","fibrinogen","4385"
"1305892","thrombin","10528"
"1305907","fibrinogen","4385"
"1305907","thrombin","10528"
"1305908","fibrinogen","4385"
"1305908","thrombin","10528"
"1305909","fibrinogen","4385"
"1305909","thrombin","10528"
"1305910","fibrinogen","4385"
"1305910","thrombin","10528"
"1305913","benzyl alcohol","1426"
"1305913","camphor","1952"
"1305913","menthol","6750"
"1305916","benzyl alcohol","1426"
"1305916","camphor","1952"
"1305916","menthol","6750"
"1306074","ranibizumab","595060"
"1306076","ranibizumab","595060"
"1306177","zinc pyrithione","39952"
"1306292","emtricitabine","276237"
"1306292","tenofovir disoproxil","300195"
"1306292","cobicistat","1306284"
"1306292","elvitegravir","1306286"
"1306298","emtricitabine","276237"
"1306298","tenofovir disoproxil","300195"
"1306298","cobicistat","1306284"
"1306298","elvitegravir","1306286"
"1306898","hydromorphone","3423"
"1307051","ethanol","448"
"1307056","buprenorphine","1819"
"1307056","naloxone","7242"
"1307058","buprenorphine","1819"
"1307058","naloxone","7242"
"1307061","buprenorphine","1819"
"1307061","naloxone","7242"
"1307063","buprenorphine","1819"
"1307063","naloxone","7242"
"1307253","dextromethorphan","3289"
"1307253","guaifenesin","5032"
"1307253","pseudoephedrine","8896"
"1307303","enzalutamide","1307298"
"1307309","enzalutamide","1307298"
"1307409","linaclotide","1307404"
"1307415","linaclotide","1307404"
"1307419","linaclotide","1307404"
"1307421","linaclotide","1307404"
"1307427","sildenafil","136411"
"1307431","sildenafil","136411"
"1307624","bosutinib","1307619"
"1307630","bosutinib","1307619"
"1307633","bosutinib","1307619"
"1307635","bosutinib","1307619"
"1308428","everolimus","141704"
"1308430","everolimus","141704"
"1308432","everolimus","141704"
"1308445","dextromethorphan","3289"
"1308445","guaifenesin","5032"
"1308445","pseudoephedrine","8896"
"1308535","guaifenesin","5032"
"1308535","phenylephrine","8163"
"1308569","rivastigmine","183379"
"1308571","rivastigmine","183379"
"1309062","acetaminophen","161"
"1309062","guaifenesin","5032"
"1309062","phenylephrine","8163"
"1310028","camphor","1952"
"1310028","menthol","6750"
"1310028","methyl salicylate","29787"
"1310125","dimethicone","324072"
"1310138","everolimus","141704"
"1310144","everolimus","141704"
"1310147","everolimus","141704"
"1310503","chlorpheniramine","2400"
"1310503","ibuprofen","5640"
"1310503","phenylephrine","8163"
"1310525","teriflunomide","1310520"
"1310531","teriflunomide","1310520"
"1310533","teriflunomide","1310520"
"1310535","teriflunomide","1310520"
"1310640","chondroitin sulfates","2473"
"1310640","glucosamine","4845"
"1310649","Lactobacillus acidophilus","6205"
"1310649","apple pectin","283540"
"1310754","inulin","5924"
"1310754","Lacticaseibacillus rhamnosus","100278"
"1310820","benzalkonium","1378"
"1310948","calcium carbonate","1897"
"1310948","cholecalciferol","2418"
"1310954","calcium carbonate","1897"
"1310954","cholecalciferol","2418"
"1311150","acetaminophen","161"
"1311150","dextromethorphan","3289"
"1311150","doxylamine","3642"
"1311150","phenylephrine","8163"
"1311535","ethinyl estradiol","4124"
"1311535","norgestimate","31994"
"1311660","lactate","114202"
"1311662","lactate","114202"
"1312402","regorafenib","1312397"
"1312408","regorafenib","1312397"
"1312502","cholecalciferol","2418"
"1312583","methylphenidate","6901"
"1312589","methylphenidate","6901"
"1312625","loteprednol etabonate","52177"
"1312627","loteprednol etabonate","52177"
"1312963","polysaccharide iron complex","105669"
"1312970","polysaccharide iron complex","105669"
"1312997","salicylic acid","9525"
"1313059","phentermine","8152"
"1313059","topiramate","38404"
"1313061","phentermine","8152"
"1313061","topiramate","38404"
"1313112","phenytoin","8183"
"1313298","dextromethorphan","3289"
"1313298","pseudoephedrine","8896"
"1313780","cysteamine","3022"
"1313785","cysteamine","3022"
"1313823","menthol","6750"
"1313884","phenytoin","8183"
"1313885","phenytoin","8183"
"1313887","phenytoin","8183"
"1313925","ascorbic acid","1151"
"1313925","calcium carbonate","1897"
"1313925","cholecalciferol","2418"
"1313925","folic acid","4511"
"1313925","niacinamide","7405"
"1313925","riboflavin","9346"
"1313925","thiamine","10454"
"1313925","vitamin B12","11248"
"1313925","zinc oxide","11423"
"1313925","beta carotene","19143"
"1313925","ferrous fumarate","24941"
"1313925","pantothenate","62400"
"1313925","docusate","82003"
"1313925","alpha tocopherol","237099"
"1313925","pyridoxine","684879"
"1313927","cholecalciferol","2418"
"1313927","polysaccharide iron complex","105669"
"1313957","chromium picolinate","59308"
"1313957","cinnamon bark","477053"
"1313969","acetaminophen","161"
"1313969","chlorpheniramine","2400"
"1313969","phenylephrine","8163"
"1313985","magnesium citrate","52356"
"1314133","ondansetron","26225"
"1314654","folic acid","4511"
"1314654","magnesium sulfate","6585"
"1314654","niacinamide","7405"
"1314654","riboflavin","9346"
"1314654","thiamine","10454"
"1314654","vitamin B12","11248"
"1314654","copper sulfate","21579"
"1314654","ferrous fumarate","24941"
"1314654","manganese sulfate","29268"
"1314654","zinc sulfate","39954"
"1314654","pantothenate","62400"
"1314654","sodium ascorbate","267366"
"1314654","pyridoxine","684879"
"1314666","ascorbic acid","1151"
"1314666","biotin","1588"
"1314666","folic acid","4511"
"1314666","magnesium sulfate","6585"
"1314666","niacin","7393"
"1314666","riboflavin","9346"
"1314666","thiamine","10454"
"1314666","vitamin B12","11248"
"1314666","copper sulfate","21579"
"1314666","ferrous fumarate","24941"
"1314666","manganese sulfate","29268"
"1314666","zinc sulfate","39954"
"1314666","pantothenate","62400"
"1314666","polysaccharide iron complex","105669"
"1314666","pyridoxine","684879"
"1314672","ascorbic acid","1151"
"1314672","biotin","1588"
"1314672","folic acid","4511"
"1314672","magnesium sulfate","6585"
"1314672","niacin","7393"
"1314672","riboflavin","9346"
"1314672","thiamine","10454"
"1314672","vitamin B12","11248"
"1314672","copper sulfate","21579"
"1314672","ferrous fumarate","24941"
"1314672","manganese sulfate","29268"
"1314672","zinc sulfate","39954"
"1314672","pantothenate","62400"
"1314672","polysaccharide iron complex","105669"
"1314672","pyridoxine","684879"
"1314679","folic acid","4511"
"1314679","niacinamide","7405"
"1314679","riboflavin","9346"
"1314679","thiamine","10454"
"1314679","vitamin B12","11248"
"1314679","copper sulfate","21579"
"1314679","ferrous fumarate","24941"
"1314679","manganese sulfate","29268"
"1314679","zinc sulfate","39954"
"1314679","pantothenate","62400"
"1314679","polysaccharide iron complex","105669"
"1314679","sodium ascorbate","267366"
"1314679","pyridoxine","684879"
"1314685","folic acid","4511"
"1314685","niacinamide","7405"
"1314685","riboflavin","9346"
"1314685","thiamine","10454"
"1314685","vitamin B12","11248"
"1314685","copper sulfate","21579"
"1314685","ferrous fumarate","24941"
"1314685","manganese sulfate","29268"
"1314685","zinc sulfate","39954"
"1314685","pantothenate","62400"
"1314685","polysaccharide iron complex","105669"
"1314685","sodium ascorbate","267366"
"1314685","pyridoxine","684879"
"1314763","tobramycin","10627"
"1314768","tobramycin","10627"
"1314786","folic acid","4511"
"1314786","magnesium sulfate","6585"
"1314786","niacinamide","7405"
"1314786","riboflavin","9346"
"1314786","thiamine","10454"
"1314786","vitamin B12","11248"
"1314786","copper sulfate","21579"
"1314786","ferrous fumarate","24941"
"1314786","manganese sulfate","29268"
"1314786","zinc sulfate","39954"
"1314786","pantothenate","62400"
"1314786","polysaccharide iron complex","105669"
"1314786","sodium ascorbate","267366"
"1314786","pyridoxine","684879"
"1356074","ethinyl estradiol","4124"
"1356074","levonorgestrel","6373"
"1356091","lactate","114202"
"1356113","acetaminophen","161"
"1356113","diphenhydramine","3498"
"1356113","guaifenesin","5032"
"1356113","phenylephrine","8163"
"1356346","guaifenesin","5032"
"1356346","pseudoephedrine","8896"
"1356557","perampanel","1356552"
"1356563","perampanel","1356552"
"1356570","perampanel","1356552"
"1356572","perampanel","1356552"
"1356574","perampanel","1356552"
"1356576","perampanel","1356552"
"1356578","perampanel","1356552"
"1356580","perampanel","1356552"
"1356582","perampanel","1356552"
"1356584","perampanel","1356552"
"1356586","perampanel","1356552"
"1356588","perampanel","1356552"
"1356671","benzyl alcohol","1426"
"1356673","benzyl alcohol","1426"
"1356688","omacetaxine mepesuccinate","27100"
"1356693","omacetaxine mepesuccinate","27100"
"1356789","guaifenesin","5032"
"1356789","phenylephrine","8163"
"1356797","brompheniramine","1767"
"1356797","codeine","2670"
"1356797","phenylephrine","8163"
"1356799","brompheniramine","1767"
"1356799","codeine","2670"
"1356799","phenylephrine","8163"
"1356800","brompheniramine","1767"
"1356800","codeine","2670"
"1356802","brompheniramine","1767"
"1356802","codeine","2670"
"1356803","capsaicin","1992"
"1356803","lidocaine","6387"
"1356803","menthol","6750"
"1356803","methyl salicylate","29787"
"1356804","brompheniramine","1767"
"1356804","codeine","2670"
"1356804","phenylephrine","8163"
"1356806","brompheniramine","1767"
"1356806","codeine","2670"
"1356806","phenylephrine","8163"
"1356807","brompheniramine","1767"
"1356807","codeine","2670"
"1356809","brompheniramine","1767"
"1356809","codeine","2670"
"1356812","brompheniramine","1767"
"1356812","dextromethorphan","3289"
"1356812","pseudoephedrine","8896"
"1356815","brompheniramine","1767"
"1356815","phenylephrine","8163"
"1356838","brompheniramine","1767"
"1356838","dextromethorphan","3289"
"1356838","pseudoephedrine","8896"
"1356841","brompheniramine","1767"
"1356841","phenylephrine","8163"
"1356848","brompheniramine","1767"
"1356979","estradiol","4083"
"1356997","estradiol","4083"
"1357007","estradiol","4083"
"1357009","estradiol","4083"
"1357010","brompheniramine","1767"
"1357010","dextromethorphan","3289"
"1357010","pseudoephedrine","8896"
"1357013","brompheniramine","1767"
"1357013","phenylephrine","8163"
"1357421","polyvinyl alcohol","8570"
"1357421","povidone","8610"
"1357541","tofacitinib","1357536"
"1357547","tofacitinib","1357536"
"1357553","acetaminophen","161"
"1357553","chlorpheniramine","2400"
"1357553","dextromethorphan","3289"
"1357553","phenylephrine","8163"
"1357883","brompheniramine","1767"
"1357883","phenylephrine","8163"
"1357886","methylprednisolone","6902"
"1357888","methylprednisolone","6902"
"1357894","chlorpheniramine","2400"
"1357894","dextromethorphan","3289"
"1357894","phenylephrine","8163"
"1357905","dextromethorphan","3289"
"1357905","guaifenesin","5032"
"1357905","phenylephrine","8163"
"1357923","dextromethorphan","3289"
"1357923","guaifenesin","5032"
"1357928","guaifenesin","5032"
"1357928","phenylephrine","8163"
"1358165","chlorcyclizine","2354"
"1358165","chlophedianol","21254"
"1358170","manganese gluconate","52403"
"1358170","zinc citrate","236911"
"1358170","chromium, chelated","253160"
"1358409","trichloroacetate","618564"
"1358414","trichloroacetate","618564"
"1358445","trichloroacetate","618564"
